metric	value
retained_path	app\gui\conversate\conversate_pb_msg_handler.c
linked_functions	15
ghidra_discovered_functions	5
additional_recovered_functions	10
path_anchored_functions	5
body_bytes	3440
body_concat_sha256	55857b6ed7e544c8eb50de51628f9652ebb4f82be9fb1b577b917dcafa7e6ea0
physical_interval	[0x005B48F8,0x005B57AC)
physical_bytes	3764
physical_sha256	fbc9447cd2f977850b1c4fef415b70e624928e73f16a6b7d0e48357c0924a986
noncode_bytes	324
noncode_concat_sha256	b26937b4176a7a4c69d4d525b632430beb9502a9b64976d24dcff8df7f8349e7
reachable_instructions	1279
reachable_instruction_digest	211634fe59ac88b4624fa67b4c14302e537899dc385a3888f047ddf62341088e
direct_bl_entry_sites	18
direct_bl_entry_digest	521bfa074c04331f4567fc362b9f25aaf82afeb8be5b579caad52f787a353db1
stored_function_entry_pointers	10
stored_function_entry_digest	880e5252640de68192387453a13e4f4ed281641f16de6d06f0a39494d92114c6
raw_instruction_word_interior_collisions	2
raw_instruction_word_interior_collision_digest	9fb15d1c1f08656f87357c31899a17f6e3882bf52ad98427f876386a392fcf9f
direct_body_calls	218
internal_direct_body_calls	4
external_direct_body_calls	214
direct_body_call_digest	923eb1080fe28665c9904e012c14d400ef83bf0198e841aaafb55ab40ae08b54
indirect_body_calls	1
bounded_handler_table_entries	10
strict_interior_ingress	0
third_party_dependency	EasyLogger bounded IAR LVGL and nanopb edges only; no embedded reusable implementation
private_producing_commit_observable	false
production_routed	false
