# SPDX-License-Identifier: MIT
entry	proposed_name	batch	status	provider	license	confidence	name_status	concrete_project_source	instruction_bytes	instruction_sha256	callers	callees	evidence
0x2A70	touch_sub_2a70	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	26	20eb1296220fb932c6de2caba5ee3b67204cbc9994df391a91d02fab5ade75ba	0x2A90,0x2AD8,0x3EC8		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2A90	touch_sub_2a90	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	70	2b1473d6d32a1733d828e601cd2b4f1db5c59c2c3b29bac083c8730410d607c8	0x09B4	0x2A70	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2AD8	touch_sub_2ad8	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	132	57674d56b3996432e31143b38e1210f3b29297646dbb9dac5095e28a9db2d261	0x09B4	0x2A70,0x6A90,0x6ADC,0x6B18,0x73C0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2B64	touch_sub_2b64	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	98	eea7d108d821d99e816c9756777d1045ced26574c092e3a4adb40d0581b24d92	0x4280,0x4684		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2BCC	touch_sub_2bcc	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	100	64f9683826e314f2ac032d69487a829a98cd6ed9a1ea204c99aaa136f4828da8	0x40F6,0x43B8,0x4684		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2C34	touch_sub_2c34	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	42	bc68abc2591b4bcdfe85f0b0df81354f2c09fa05df09ccd87da310eeb30340cb	0x4280,0x449E		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2C5E	touch_sub_2c5e	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	12	6721f053029f5811f026624cfcc433421951358eaab64b3c6977b840b6415833	0x4280		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2C6A	touch_sub_2c6a	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	58	d34248b1db522012dc2c8b3ea47f07e6f27ab9d584a7a23868208e43e8d83acf	0x40F6,0x4280,0x43B8	0x73C0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2CBA	touch_sub_2cba	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	12	093cea1446a2a041c7d4522cf907f0a8d94b34d66750a5164d39324b8175627b	0x2998		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2E40	touch_sub_2e40	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	12	aa314476c0e1f310c86e76ebe75093c1246ad812ec7711343b5a3dcefa842aa0	0x38D4,0x3A74		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2E4C	touch_sub_2e4c	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	36	abb33ee26468ac94a0894b3e75b695b36e8f1e09caa82b0fe0a8db6e63f2cba6	0x3480		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2E70	touch_sub_2e70	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	124	5157fb37ba4be934fe524dd8c8b2dc71e5ccc358cd4c19bd28570e16bcc73933	0x40F6		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2EF0	touch_sub_2ef0	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	48	47b57878e485229118057ff10dde43c8b14892e0c2417fdd890ac7deb99e9126	0x2F94	0x74CC	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2F20	touch_sub_2f20	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	24	0ef96accc8ceff5282c0d2760c84f76cd4b3b0c3c3558b6c94eaabc54b036a19	0x2F3C,0x2F94		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2F3C	touch_sub_2f3c	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	38	5d77837d970815950aa5195c2bb66512a4355c87069c9a80d84d0285e338bfcb	0x3084	0x2F20	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2F62	touch_sub_2f62	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	14	87eaba821b6d5bbb9a884c7c0d30ab2786e8f54caf32d138be77a9ee5c32516c	0x2F94,0x3084		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2F70	touch_sub_2f70	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	34	d5e81db2f8506baafef83ab8a06000de82e137d4352ac399c0cecc86c742ca9b	0x2F94,0x3030	0x73C0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x2F94	touch_sub_2f94	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	150	81e4f844929b4a9d7bbf85adc93b0e350560cbe851dfdf7caef67bb2b43a7a39	0x3084	0x2EF0,0x2F20,0x2F62,0x2F70	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3030	touch_sub_3030	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	34	bdaf730080ef382a414ab9db2fe9e190145548b1850038b914479259e8be8173	0x3052	0x2F70	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3052	touch_sub_3052	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	50	b752aea3fa37fad8cde35b0f858146915326a8eacede44f1c9b02f6f5a7459df	0x3084	0x3030	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3084	touch_sub_3084	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	222	842a52b5ee4eedb78ff593f74a39218de4da67a2909f38d95b94f5aeaf421c87	0x3EC8	0x2F3C,0x2F62,0x2F94,0x3052	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3162	touch_sub_3162	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	204	7c99bdd52ca3ca89e1288a9e6f339dc5b532c164ff66d540fc86e6b6dbf422f0	0x3480	0x4ADE	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3230	touch_sub_3230	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	208	a944095fc5431efd1f4b455a95147ba9d51906cb3ff466e96e6b3cb6c6bd53de	0x3480	0x4ADE,0x73C0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3308	touch_sub_3308	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	66	504465a9abd68f613257e10c8412382cd814ebf5c20a1541b6658c4b99536311	0x334C,0x355C,0x3A74	0x7024	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x334C	touch_sub_334c	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	294	7968506420daf89a93a0dc491f81dd97a81e5d265967749dc59b63723351500a	0x3480,0x38D4	0x3308	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3480	touch_sub_3480	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	216	e0e5c5ad6ef3ab1d56fbb70beb78d5e43a2c71efbdcf4f888422b1584bedf647		0x2E4C,0x3162,0x3230,0x334C	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x355C	touch_sub_355c	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	130	f1ea69bc9324de3bc7a7226a405e37a68a5bab22855fa48ede99898b68d41519	0x3FF8	0x3308	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x38D4	touch_sub_38d4	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	406	67460b9d78ce8edddd095388aa573a300816d0db0a2568ae58995172418ab167	0x2972	0x298E,0x2E40,0x334C,0x37C0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3A74	touch_sub_3a74	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	696	030050811d575e469ab0b235461aff2e918bb7b78100d0f29a315f77cd40a85e	0x3D50	0x298E,0x2E40,0x3308,0x37C0,0x73C0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3D50	touch_sub_3d50	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	20	18bb6f6ae903a4d999fa1228fdde29a813ae8a973030763b30aebb7edbe135ae	0x09B4	0x3A74	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3D64	touch_sub_3d64	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	354	4ebcd0692bfe49269bab288edd14e2b25ce8eb6b99c68914169f511244088101	0x3EC8	0x23A4,0x36C4,0x37C0,0x4ADE,0x5CD0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3EC8	touch_sub_3ec8	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	188	288d1f653602091a9ac363bb66bbdeab2de50a07ac13473da53909056f7ec297	0x17BE	0x2078,0x23A4,0x29AC,0x2A70,0x3084,0x37C0,0x3D64,0x4ADE	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3F88	touch_sub_3f88	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	112	4ee2a12fdfad5a91830785955833f6cf5a585c46db3e8d654607b16c9de525fb	0x3FF8,0x48C0	0x73C0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x3FF8	touch_sub_3ff8	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	254	87c5919c3bfead1e933bd9dec614fda0e7f7d339b7f464684e6c37816f4ca4d2	0x40F6,0x422E,0x4538	0x355C,0x3628,0x3680,0x37C0,0x3F88	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x40F6	touch_sub_40f6	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	312	0160b405fcb149b89fc6a195107416ab41ef5d8bb2dc3d9ae93814f0cad92ed8	0x4684	0x2956,0x2BCC,0x2C6A,0x2E70,0x3FF8,0x74CC	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x422E	touch_sub_422e	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	80	1f0d6699cc97a68e4b61206c34f9e70ff1630270e7304b1ba2e77cacd04f0935	0x4280,0x43B8,0x449E	0x3FF8	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x4280	touch_sub_4280	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	248	62b3f1acc65d230f3ccb8de1c727722a36f1bc0a85c4c4939204af409420b689	0x437C,0x439A	0x2902,0x2B64,0x2C34,0x2C5E,0x2C6A,0x422E	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x437C	touch_sub_437c	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	30	fda13a607b12b94ea8b40ffec8e5fba777f0385e84d76f54275aba6503c9b9ca	0x4684	0x4280	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x439A	touch_sub_439a	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	30	ebee1c053cd5e3e8b813e69a69f978b1e99c13533ae4dcef2b7fbb4929c55654	0x4684	0x4280	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x43B8	touch_sub_43b8	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	230	56eebf6fc3b39c3bcee21e46cd8161dc6323eeebe2209354827d3e868d27a6bb	0x4684	0x2902,0x2BCC,0x2C6A,0x422E	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x449E	touch_sub_449e	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	154	f10e5a1e5aeb46a8500a442705e5bdee8f78775eeb7f50b3bfdc10381a1b072c	0x4684	0x2902,0x2C34,0x422E,0x73C0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x4538	touch_sub_4538	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	332	4948edbf3fffe8ab9744ec51a35272b7eb41138070326a9e762922a06b4122e9	0x4684	0x2902,0x3FF8,0x73C0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x4684	touch_sub_4684	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	394	3f4ed3f7146d8bff72eb7b8b6ab5c135dea2a0687644b1de2042f80f1f094c91	0x4814,0x486A	0x2B64,0x2BCC,0x37C0,0x40F6,0x437C,0x439A,0x43B8,0x449E,0x4538,0x4ADE,0x73C0	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x4814	touch_sub_4814	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	78	306f3541a2977a9b4b879e8022a325affac06fd9a1f66c9db00d03dd683821dd	0x4862	0x4684	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x4862	touch_sub_4862	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	8	015f5632595b47df572676b6fa9b6d764ba21bf9e279ee9a51d0efb786f7a34a	0x29A2	0x4814	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x486A	touch_sub_486a	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	78	ced67683db8de388bd41b1d5472366f15f40ca321a9a77d0c92a8fa95d2b5873	0x48B8	0x4684	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x48B8	touch_sub_48b8	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	8	015f5632595b47df572676b6fa9b6d764ba21bf9e279ee9a51d0efb786f7a34a	0x17F4	0x486A	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x48C0	touch_sub_48c0	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	302	1e753b5307645b1aca6b024be1f9b0bf56b3f922c9957e592c89a6138fec6b6d	0x29AC	0x3628,0x3680,0x37C0,0x3F88	0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x49F8	touch_sub_49f8	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	12	f7ac013b016d26823e8e0794daa3efa0443dceb9a4993dd9afc3f555fc2cb06d	0x09B4		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x4A92	touch_sub_4a92	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	76	305059b8256a3c4645a944b46d59cb48a7a0b2c6f146cd4c43fdd6a96f565e5a	0x17BE		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x4ADE	touch_sub_4ade	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	38	04863cc89e87cbbf1c246de7a064379bdf28500b2bff60ede7f1037845b65bf6	0x18A8,0x1904,0x3162,0x3230,0x3D64,0x3EC8,0x4684		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x4B04	touch_sub_4b04	capsense_cat2_mixed	typed_vendor_boundary_provider_unresolved	Infineon CAPSENSE or CAT2 PDL boundary unresolved	LicenseRef-Infineon-EULA-or-Apache-2.0	low	typed_batch_only	false	16	f70ee582797134cef238fbfc65c959c65794400cb5f8a2901f64e4750ed6a61f	0x17BE		0x2998 <= entry < 0x4B14; mixed CapSense/MSCLP/PDL cluster bounded by established provider anchors
0x4B44	touch_sub_4b44	system_handoff_mixed	typed_system_boundary_provider_unresolved	system/DFU handoff support boundary unresolved	LicenseRef-Unresolved	low	typed_batch_only	false	30	20c9accd7d921966473072090de14214d3895534c01bf3582599a042c1945563	0x5778		0x4B14 <= entry < 0x4B68 between reset/DFU and Em_EEPROM anchors
0x4C08	touch_sub_4c08	emeeprom_eula	typed_external_eula_boundary	Infineon Emulated EEPROM middleware	LicenseRef-Infineon-EULA	medium	typed_batch_only	false	96	4d7cce66f8a0cdcc41f454fd23cadbb17ba7310de9e474fd99a1c7b14c614cbf	0x560C		0x4B68 <= entry < 0x58F0 inside the checksum/read/write Em_EEPROM call cluster
0x4F00	touch_sub_4f00	emeeprom_eula	typed_external_eula_boundary	Infineon Emulated EEPROM middleware	LicenseRef-Infineon-EULA	medium	typed_batch_only	false	30	564c428a19438282db3016f394c15413886c514ff3cef2c0d5f8f6880e5e50e4	0x4F20		0x4B68 <= entry < 0x58F0 inside the checksum/read/write Em_EEPROM call cluster
0x4F20	touch_sub_4f20	emeeprom_eula	typed_external_eula_boundary	Infineon Emulated EEPROM middleware	LicenseRef-Infineon-EULA	medium	typed_batch_only	false	104	d415dbf85ae3aebab41a9368c141aab402e7115e1e6203b19d51dee4163ba7e5	0x568C	0x4F00	0x4B68 <= entry < 0x58F0 inside the checksum/read/write Em_EEPROM call cluster
0x4F8C	touch_sub_4f8c	emeeprom_eula	typed_external_eula_boundary	Infineon Emulated EEPROM middleware	LicenseRef-Infineon-EULA	medium	typed_batch_only	false	84	e5a456e084b11a726daa13bbe2ad37278b68db5e8ce7c814e8e69787be2f7b40	0x568C	0x73C0	0x4B68 <= entry < 0x58F0 inside the checksum/read/write Em_EEPROM call cluster
0x4FE0	touch_sub_4fe0	emeeprom_eula	typed_external_eula_boundary	Infineon Emulated EEPROM middleware	LicenseRef-Infineon-EULA	medium	typed_batch_only	false	620	10dc591b37adac5c114142464a4ad4324af575b483f655ca6cb66ac0503c7ec7	0x5778	0x4C78,0x4C7C,0x4CA0,0x4D58,0x4E0C,0x4E2A,0x73C0,0x74CC,0x76D4	0x4B68 <= entry < 0x58F0 inside the checksum/read/write Em_EEPROM call cluster
0x560C	touch_sub_560c	emeeprom_eula	typed_external_eula_boundary	Infineon Emulated EEPROM middleware	LicenseRef-Infineon-EULA	medium	typed_batch_only	false	124	6d39489b305efe864fc96ee452457917207990fd74c4f86aaa874204fde1ed12	0x57E0	0x4C08,0x74CC,0x772C	0x4B68 <= entry < 0x58F0 inside the checksum/read/write Em_EEPROM call cluster
0x568C	touch_sub_568c	emeeprom_eula	typed_external_eula_boundary	Infineon Emulated EEPROM middleware	LicenseRef-Infineon-EULA	medium	typed_batch_only	false	168	6f8973b6e856d54bda4d0d5b5bec1aed8368285eb4fef5f3db0ff5731e386f51	0x5738	0x4CA4,0x4F20,0x4F8C,0x73C0,0x76D4	0x4B68 <= entry < 0x58F0 inside the checksum/read/write Em_EEPROM call cluster
0x5738	touch_sub_5738	emeeprom_eula	typed_external_eula_boundary	Infineon Emulated EEPROM middleware	LicenseRef-Infineon-EULA	medium	typed_batch_only	false	60	504daff111be81fea96f9b6b092fd3bfc6119d00f1e4d86b5057b141ae870caf	0x0164,0x01D8	0x156C,0x568C	0x4B68 <= entry < 0x58F0 inside the checksum/read/write Em_EEPROM call cluster
0x5778	touch_sub_5778	emeeprom_eula	typed_external_eula_boundary	Infineon Emulated EEPROM middleware	LicenseRef-Infineon-EULA	medium	typed_batch_only	false	48	9a0a43f33cea65ee6728b819eba0b05f4add27dff5099727d50e87eaf7ea3f64	0x0220	0x4B44,0x4FE0	0x4B68 <= entry < 0x58F0 inside the checksum/read/write Em_EEPROM call cluster
0x57E0	touch_sub_57e0	emeeprom_eula	typed_external_eula_boundary	Infineon Emulated EEPROM middleware	LicenseRef-Infineon-EULA	medium	typed_batch_only	false	272	c6ea5b3d14b8da0f22e832ffdac65d08c2049cdde62d014bf70b07214e5c6c7f	0x02B0	0x4C6C,0x4D58,0x4E0C,0x5254,0x560C,0x73C0,0x76D4	0x4B68 <= entry < 0x58F0 inside the checksum/read/write Em_EEPROM call cluster
