metric	value
retained_path_anchors	10
restored_pathless_functions	17
linked_functions	27
anchored_body_bytes	4906
restored_pathless_body_bytes	2782
body_bytes	7688
body_concat_sha256	908f4e8e9712ee5793cbe18868b676996b49dbcd59d9d7db3b29552b2e3b0be6
physical_interval	[0x005E8178,0x005EA224)
physical_bytes	8364
physical_sha256	935c32ef5f91486af8104652d24b97a29b2c5afb6dc3d1a3f952599cc7d740f1
owned_gap_pool_regions	14
owned_gap_pool_bytes	676
owned_gap_pool_sha256	7b9b04cd006de1b723e39877de953f335149d4110a8ecacc79059abcc4dfdca6
retained_path_pointer_cells	4
exact_retained_symbols	19
action_table_entries	13
action_table_nonnull_entries	12
action_table_sha256	aa7c116876db936e940a1663ec914d2c14fc8250a5c11a46532a9da7d8dd9442
callback_pointer_cells	2
stored_exact_entry_pointers	14
direct_bl_entry_sites	56
external_direct_bl_entry_sites	12
intra_object_direct_bl_entry_sites	44
direct_bl_entry_digest	99b9696b7cdcc15c45b17c34afb5800369757f1d8dd528d11ad1fc9166bf7aa7
direct_body_call_sites	432
direct_body_call_digest	ad193f74944d924142141201bf0af8b16e86192ff8497f19a86d388564d3cede
raw_direct_strict_interior_candidates	1
classified_instruction_overlap_candidates	1
true_direct_strict_interior_targets	0
direct_b_w_entry_or_interior_targets	0
raw_entry_or_interior_byte_windows	54
raw_entry_or_interior_byte_window_digest	cc29b100872d40ee8890692b0764f7c65590101d611786142f19f9c98add516a
retained_path	app\gui\terminal\terminal_pb_msg_handler.c
source_inventory	unavailable; linked object complete but historical source-only count unknown
production_routed	false
ownership_bytes	0
