stock_start	stock_end_exclusive	stock_sha256	source_path_anchor
0x00511002	0x00511084	ca797b68e15fa64309f07c0e116c47a6959668092a24fd7cf59267d0cb7f21dd	yes
0x00511084	0x00511108	2aaec217d0bb5fd403b8a9c1b669d890a2205f1e811af9bbf3e32f83a30e85e0	no
0x00511108	0x005111E6	f26dcef40787ac22719fa3e4be09f44f707bda2a334adfe57006b3d29ea133fa	no
0x005111E6	0x0051124C	215a70b656548ffbb06d05c898dd0af6959a3152b674c364f821e6dcd0647e07	no
0x0051124C	0x00511294	1c01daae13572d5eec0f407da7d337921224606133c611dba2559eaba9b13bb9	no
0x00511294	0x00511342	631c08a601124d7a004f8bab7b4b15309911bb4f8177f329c1f780aaffb3820e	no
0x00511342	0x00511882	1e3bd78942b5d7115a5b17baf19583fd003d92123364aa7cbf1bf381c6c03160	no
0x00511882	0x005118E0	d11256e2a90bb03caa45f3ed6ceb3eccfd12c03ce728dc83fd7393b2dbdc6742	no
0x005118E0	0x005118E8	49c7a5590c8da608f502b4782f355de331a48f3e5cc64ce3ec74546074142a97	no
0x005118E8	0x00511946	a0d6cecc563109313cdcaf6ed1990edfca7ac0e821b612261df243588965f4e7	yes
0x00511990	0x00511B6A	5b0aa1e8b5f3187f7a764b3d46aec917a526859c37c69be8eca9401fd40c2ac7	yes
0x00511B74	0x00511BC0	767eb205de995cc614fa339f7c24806ee3dd43f77654f152712ec56987eed8ef	no
0x00511C24	0x00511FD6	a84a35994b347a0610ddb9064deac5da34288eae69e5d8f7002d4d0f248d4ba2	no
0x0051201C	0x005122C2	80d4bb8515ce6c43cd967351033d61703df3410a7f790269425312a116672b6d	yes
0x005122EC	0x00512370	120c7e0ba3baca0af4826ec906939bf21e1c22dd910240131f5b0afc50495e91	yes
0x0051238C	0x005123FA	2f771249fcdd315242eccb3e94928638065361a5fcdfbf2c769343c859bdca22	no
0x00512410	0x0051246E	1fc9ca49d6bc0fcc7319b2c2ceb229c466481716aa063304f30d087ae9499d15	yes
0x0051247C	0x005124EE	87a4bc8e818ebc1bfe1a248234116d77dd8b8bb6e4df898e85d350db24773ae4	no
0x005124FC	0x00512586	a7aab54814ef1fe989592e546bd64f6e6b3cb84878b828b820960b9bf54f0bb6	yes
0x005125A8	0x00512606	a4393d9dc4070f81b82cc2f1561c7fbaeec2b4ddc6f044871675d6d4bdb5c7ff	yes
0x00512644	0x0051282A	333a1334670ea871d58734432f7a7707ca78a5ffc77a869b23bfc60bd06496a8	no
0x0051283C	0x00512892	16d8caa08d513005ff118c8cdcc6a4f0ff503238574ceab55dbf2c8c886be123	no
0x00512892	0x005128A0	fae86a04bd2572b25bdb8903698365e96134367a28b77a78f37185678a5935ba	no
0x005128A0	0x005128F4	3511cf54c903da5c6f3baeaf976007f3970623580c4995895601882ef44e736c	no
0x005128F8	0x00512996	25dc3ddd53008707d1c6b14435d99d828134825946f515925969d6fd68917053	yes
0x0051299C	0x00512A34	8ef056bb254b75117e6a5e475421012344f235491fed5a3ad0f53a101ce83ff6	yes
0x00512A34	0x00512A4C	907dd15836a77d8b72c5eb26a2f4923841011d9921e23e8af9a5a1c5cd9e9569	no
0x00512A4C	0x00512A64	ac18f56b5144e6786f787658d7ca0e9be3e0a5f3ffab521c15cd4e12cd1bb9b4	no
0x00512A70	0x00512B0E	ab1575dbb70aea9c472ef59a8c1a5a2a521be39b51d68f9375ac2da8fe9eddc3	no
0x00512B20	0x00512BB2	9c2554b729a0de3f1106cd0bcfbaa05df0eae69250b35440f9dc328cdf4969e5	yes
