metric	value
retained_path	app\gui\logger\logger_setting.c
linked_functions	8
ghidra_discovered_functions	3
additional_recovered_functions	5
path_anchored_functions	2
anchored_by_baseline_ghidra	1
body_bytes	5574
body_concat_sha256	446ba4d86693170117a537cf7d2b5ddcd72d7cc10135707525f4b62892d44c5e
reachable_instruction_bytes	5466
reachable_instruction_sha256	500bbeaa542babf37865c88dc23bd4ba19bafba459cb9bdedc52bba93cb051a5
embedded_data_regions	8
embedded_data_bytes	108
embedded_data_concat_sha256	300c5fda85a51250cf37875659080244623140d776006c12d6a4f62fb784be89
physical_interval	[0x00458DF0,0x0045A558)
physical_bytes	5992
physical_sha256	3bb1f02fa548eead3235c46e7727d88d6f9b47252779a7d1e2bb51a5c5190969
outer_pool_regions	4
outer_pool_bytes	418
outer_pool_concat_sha256	f4feebd6cff026a178bb68a3269f76be6929b2d8bef17e5738553fa60370efab
path_run_address	0x007034F4
path_pointer_cells	0x00459278,0x00459F94,0x0045A4E4
direct_bl_entry_sites	9
external_direct_bl_entry_sites	1
direct_bl_entry_digest	6517080a3273e84ed0742d96bc5c9cd96cdf4ffaf00d439ea946f84480bff8ab
direct_body_calls	346
internal_direct_body_calls	8
external_direct_body_calls	338
direct_body_call_digest	4ea40748594a0aa8d345d0c00c86a08394f446b10ea9fd2fba7cafb8882986b6
stored_entry_pointers	1
stored_entry_pointer_digest	5b69c9e77ac676ec761e208611adb89eb6d9105160ba8c3aa86d94d05868c746
strict_interior_raw_bl_decodes	0
unrecovered_direct_object_targets	0
third_party_dependency	EasyLogger nanopb littlefs-backed file wrappers FreeRTOS and IAR DLIB terminate at already admitted provider seams; no upstream definition is embedded
historical_source_available	false
private_producing_commit_observable	false
production_routed	false
