metric	value
retained_path	app\gui\conversate\conversate_ui_tag_page.c
linked_functions	11
path_anchored_functions	1
body_bytes	2910
body_concat_sha256	b9d4e11e0a6251f057f9de20e63cc626127bc4f5828baa857d2b81ab42703fa5
physical_interval	[0x005B5DE4,0x005B69D4)
physical_bytes	3056
physical_sha256	dc6fe5f9b76e2877025da3463a30faf87d1c9bcec8f5e62e99bbc55c7e401b8e
outer_pool_regions	1
outer_pool_bytes	146
outer_pool_concat_sha256	b1a650ec73bdd9f4ce38f930b65973f98ccf3a9db8cbd7db89b224aaa4d65369
direct_bl_entry_sites	3
direct_bl_entry_digest	3d119632ad8865cf0ca8d9db3851889369bfa007587033f4f9fc9f31bf50c06f
stored_entry_pointers	11
stored_entry_pointer_digest	c05d428d4cbb83168c5b0a46f43c7d0eb9c6f69652c7e5be405fa57bd5dd894c
stored_alternate_interior_entries	1
direct_body_calls	204
internal_direct_body_calls	2
external_direct_body_calls	202
direct_body_call_digest	4e7557a6cefb6198b4ea5d6bbcc7f3f53d040c195adc910d547ffdbd541e8c42
indirect_body_calls	0
unrecovered_direct_object_targets	0
third_party_dependency	LVGL, EasyLogger, CMSIS-FreeRTOS tick, and bounded IAR DLIB only
historical_source_available	false
private_producing_commit_observable	false
production_routed	false
