metric	value
retained_path_anchors	12
restored_pathless_functions	20
linked_functions	32
anchored_body_bytes	5774
restored_pathless_body_bytes	656
body_bytes	6430
body_concat_sha256	541a9a7deee567a6aa7b5a882a7daf4f86e65378bb1d10401cd612e69c1ba4ec
physical_interval	[0x0055FCB4,0x00561810)
physical_bytes	7004
physical_sha256	b53444478efe8eac988e311ee4a19f6ee07ab024779340847d77ba6845d5887b
owned_gap_pool_regions	5
owned_gap_pool_bytes	574
owned_gap_pool_sha256	1697430b30b5f4abe684049202b42ac41e749f6679b3f3e28d4058bc2216e228
retained_path_pointer_cells	3
exact_retained_symbols	12
direct_bl_entry_sites	60
external_direct_bl_entry_sites	5
intra_object_direct_bl_entry_sites	55
direct_bl_entry_digest	40886bf36c1eeff76de7e2e94d3fd85c9a47bc44efa3f2e08b37001e41020e96
direct_body_call_sites	394
direct_body_call_digest	51f1e146db48fafdbcc2b906a625b3926ec213e5cff7672ccda1c9eebc191fc4
direct_strict_interior_targets	0
external_b_w_entry_or_interior_targets	0
intra_body_b_w_targets	0
stored_exact_entry_pointers	0
raw_entry_or_interior_byte_windows	23
raw_entry_or_interior_byte_window_digest	270bf0bfd92c344c42e117a20ac246103e9ef6962d4147b714edbd1779c510bc
retained_path	platform\input\touchDFU\service_touch_dfu.c
source_inventory	unavailable; linked object complete but historical source-only count unknown
production_routed	false
ownership_bytes	0
