metric	value
retained_path	platform\product_test\production_mic_func.c
linked_functions	6
ghidra_discovered_functions	5
restored_functions	1
path_anchored_functions	5
raw_path_references	7
raw_path_referencing_functions	6
body_bytes	898
body_concat_sha256	c7ffe280cd5489f7ab79866325addfb3aa9fe89fed0142170c5819e6899c870b
physical_interval	[0x0058F4E4,0x0058F8CC)
physical_bytes	1000
physical_sha256	5a277c1e7b593a09a3861987f57707b99651c8b4bc63b5f9f3c07fa4b7f1ad05
outer_pool_and_alignment_bytes	102
outer_pool_and_alignment_sha256	24b3c606e780a49f57ec57fa38e3ce4502b239f7ef4e70b252b841e9bb91110b
reachable_instructions	359
instruction_digest	f1e45cdff96add83d701bbe4b895c10a37d30afe4a1c77781a5d90486399761c
direct_bl_entry_sites	8
direct_bl_entry_digest	c7cc86ed24abb8757f57aed4d62fdae0bca0dcf631104a0284b79a5a6329f47f
strict_interior_bl_entries	0
stored_exact_entry_pointers	2
direct_body_calls	64
internal_direct_body_calls	0
external_direct_body_calls	64
direct_body_call_digest	7b8a79197f67519a833a1e8b30d0921c7b7bfa4bc36d54ddad47dbb98beb1b70
indirect_body_calls	0
embedded_third_party_definitions	0
third_party_dependency	bounded IAR memory helpers only; audio capture and channel routing providers are first-party
new_version_discriminator	false
private_producing_commit_observable	false
production_routed	false
