# SPDX-License-Identifier: MIT
entry	symbol	status	source	source_file_sha256	provider_commit	license	adapter	adapter_symbol	instruction_bytes	instruction_sha256	target_signature_sha256	component	evidence
0x1192	Cy_SysLib_EnterCriticalSection	exact_upstream_source_admitted	https://github.com/Infineon/mtb-pdl-cat2/blob/35f1714623cfea682d5e285af80d50416b4c7bbc/drivers/source/COMPONENT_CM0P/TOOLCHAIN_GCC_ARM/cy_syslib_gcc.S	c566a2156931e4179b8adfd591eee9fe3bc88e90d325ec37f43fdb599dcae281	35f1714623cfea682d5e285af80d50416b4c7bbc	Apache-2.0	runtime_touch_critical_adapters.S	open_cfw_touch_enter_critical	8	720733fcf19a5635fcab0791fcc2b007294712bb27536443ff79490821c168cf	54f9267b9fdf88b97f75078f1fa283ad0299ea25fb5f5c9d2c5e3e0651be010a	0	exact Cortex-M0+ instruction body and public upstream assembly symbol
0x119A	Cy_SysLib_ExitCriticalSection	exact_upstream_source_admitted	https://github.com/Infineon/mtb-pdl-cat2/blob/35f1714623cfea682d5e285af80d50416b4c7bbc/drivers/source/COMPONENT_CM0P/TOOLCHAIN_GCC_ARM/cy_syslib_gcc.S	c566a2156931e4179b8adfd591eee9fe3bc88e90d325ec37f43fdb599dcae281	35f1714623cfea682d5e285af80d50416b4c7bbc	Apache-2.0	runtime_touch_critical_adapters.S	open_cfw_touch_exit_critical	6	379ef840451b3bf5f9903b215cd3fe49e26244e0b6b8afe47b9e5c37a1ee1ca2	8637825f745caa5cd5abd51ecf6db00eeef03c82820c55be4903717910be0966	0	exact Cortex-M0+ instruction body and public upstream assembly symbol
