metric	value
retained_path	app\gui\teleprompt\teleprompt_ui.c
linked_functions	55
ghidra_discovered_functions	17
additional_recovered_functions	38
path_anchored_functions	8
body_bytes	12228
body_concat_sha256	598c93d329ceb582fc3827e629db5c15945b022004e947f932e683b1814ef49b
physical_interval	[0x00554170,0x005574B0)
physical_bytes	13120
physical_sha256	46f86382b9d576bcf19dbf8177ef8e94f7c526670f81da8dd275918c78dd5b72
noncode_bytes	892
noncode_concat_sha256	5ca10cd2194baaf30876f70451817c72d30ee3526c97cb3a021806e18bcd60cf
reachable_instructions	4607
reachable_instruction_digest	3c16f8a4316268309f65a4c283c497ca37bbf1e1732af93e02604ef598489c36
direct_bl_entry_sites	63
direct_bl_entry_digest	3c6b3b1edc5887d076232285eb5d3938fd85ba714531f6059154e1b791bf0831
stored_function_entry_pointers	27
stored_interior_callback_pointers	5
stored_interior_callback_targets	2
unaligned_word_pseudo_pointers	6
direct_body_calls	772
internal_direct_body_calls	48
external_direct_body_calls	724
direct_body_call_digest	c93c51704cfc0e5373794525b9e6a3ff1ef743e9c7234d023d3b921335e9667b
indirect_body_calls	1
strict_interior_bl_ingress	0
third_party_dependency	LVGL EasyLogger bounded IAR DLIB and first-party teleprompt providers
private_producing_commit_observable	false
production_routed	false
