metric	value
retained_path	platform\ble\app_connect_params.c
linked_functions	14
path_anchored_functions	10
additional_recovered_functions	4
body_bytes	6336
body_concat_sha256	a3833e8208708812423d9af34f1bd7e4d274730ba1698fc1870c52906605d18d
physical_interval	[0x00476CBC,0x004787A4)
physical_bytes	6888
physical_sha256	ab0417a12435e9d204ccee9730a8a139d203516933de7587590b071ce5390deb
literal_pool_regions	8
literal_pool_bytes	552
literal_pool_concat_sha256	b15934ee7037c87f54e0453cc2f2ab43d052b51ccfdc2702914ebe6429e8f83e
path_run_address	0x006F81BC
path_pointer_cells	0x00477748,0x00477AD4,0x004782B8,0x0047874C
direct_bl_entry_sites	39
external_direct_bl_entry_sites	30
direct_bl_entry_digest	d7325e12d8747075fcfc27e288cb99ff2976ce85774f5d1208785a3b4055f0ae
direct_body_calls	345
internal_direct_body_calls	9
external_direct_body_calls	336
direct_body_call_digest	897a9d0be2a8b73bf851f854c1e78b6a1b1b5fad2d3d31a0a20c4d37bfd1acb8
stored_entry_pointers	3
stored_entry_pointer_digest	dfbeccbfbe944e51105dcf771682b360e2caeb45037f5c4b1ce445b6f3d12ff7
strict_interior_bl_decodes	2
strict_interior_bl_decode	0x00483566->0x00477B72,0x00581EB6->0x004774C4
third_party_dependency	none; G2-local policy above Cordio DM and WSF providers
historical_source_available	false
prior_g2_named_functions	15 including one older-only log-format helper
production_routed	false
