metric	value
retained_path	app\gui\MessageNotify\ui_msg_notif_list.c
linked_functions	50
ghidra_discovered_functions	37
additional_recovered_functions	13
path_anchored_functions	18
body_bytes	10808
body_concat_sha256	5bd26bcca6f43da36d43d6c9cce57c50a8e828b2c99a5d44642e481dfb9fb550
physical_interval	[0x0054FF36,0x00552CDC)
physical_bytes	11686
physical_sha256	0dee81bf69e5545a9790d95c5cc09ddfd2eba920f3bff9fa746f58e535b9959a
noncode_bytes	878
noncode_concat_sha256	5d2486380d85f252e3742c14e519e36b8d82164ddb57bf2af9810c09ca329779
reachable_instructions	4221
reachable_instruction_digest	5019c85bbe674bb3dc4051af7b25f98751745b4c492babad836d827f59bc3b1d
direct_bl_entry_sites	93
direct_bl_entry_digest	cc8d189cb31bd4ee987f38c1d0a7d9b8514e5e7f99ca10960cfe037ebae11490
stored_entry_pointers	4
direct_body_calls	661
internal_direct_body_calls	62
external_direct_body_calls	599
direct_body_call_digest	2d6ac13e5beb5845945cf4b34244d388636075bbf08919548366fa879f9e9781
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	LVGL EasyLogger CMSIS-FreeRTOS bounded IAR DLIB and production source-owned TLSF heap wrappers
private_producing_commit_observable	false
production_routed	false
