metric	value
retained_path	app\gui\EvenHub\common_text_container.c
linked_functions	13
ghidra_discovered_functions	10
additional_recovered_functions	3
path_anchored_functions	11
body_bytes	6966
body_concat_sha256	bc00496fb30d1269f56f8768d1469b8faf8d50bfc4700a4d1a951a3588421139
physical_interval	[0x004DEE64,0x004E0CA0)
physical_bytes	7740
physical_sha256	4dc0f08df67d24201fb4788966ec9a9ddce6d1e5ed953db146a89b20dbb915d2
noncode_bytes	774
noncode_concat_sha256	15ae7cae877dec8a1feec453b4a30f1e6379eabb1bba1aacee349bd4f3609cd9
reachable_instructions	2509
reachable_instruction_digest	9f8743232b1ed12cbfc63aa9973076e5c89150f371e6d8a550a48480fca5ee55
direct_bl_entry_sites	24
direct_bl_entry_digest	1c415b8893c46ac72c4c90b9e157499cdeb606f24e42de3381781ade5ddcb313
stored_entry_pointers	3
direct_body_calls	445
internal_direct_body_calls	19
external_direct_body_calls	426
direct_body_call_digest	ba03b8bcb35dac805ce68e4aeea98ef7c617802e5a3c1bbe092b1a0c1eaa22de
indirect_body_calls	4
bounded_indirect_targets	1
bounded_indirect_target	0x00494A78
strict_interior_ingress	0
third_party_dependency	LVGL EasyLogger bounded IAR DLIB and production-routed TLSF-backed heap wrappers
private_producing_commit_observable	false
production_routed	false
