metric	value
retained_path	app\gui\translate\translate_fsm.c
linked_functions	8
ghidra_discovered_functions	2
additional_recovered_functions	6
path_anchored_functions	4
body_bytes	1304
body_concat_sha256	4f23df354f78ed688239a370dc3649d06aadefa191ec75f0e02c8d13f34e01aa
physical_interval	[0x00596B00,0x005970A8)
physical_bytes	1448
physical_sha256	58a900867e063e34a3b943e878a12f13cf16b2e036c4b32620623b0aca166fa2
noncode_bytes	144
noncode_concat_sha256	694b8de7b370734b736ae4fe3a8e3a2e0e6e764ad993e9bcf1eafcdd40e7bfdc
reachable_instructions	506
reachable_instruction_digest	c97f6d8288a2dcb5e053ed1ff45e88f3c0b52711cb1470169f499fdcecd55445
direct_bl_entry_sites	11
direct_bl_entry_digest	908c15e3e223b68db8dab4b568ab7aaf7a1b4f05041e0f97e8cabe83e3cc6d9d
stored_aligned_function_entry_pointers	6
raw_instruction_word_interior_collisions	0
direct_body_calls	90
internal_direct_body_calls	4
external_direct_body_calls	86
direct_body_call_digest	b6d66b95c1f2eea10aaf2a8b43e9493d1fc9ac1ed96dfffcc5e7b25089204348
indirect_body_calls	1 bounded blx to six stored state-table entries
strict_interior_ingress	0
third_party_dependency	EasyLogger IAR DLIB and nanopb edges only
private_producing_commit_observable	false
production_routed	false
