source_order	function	stock_status	stock_start	stock_end_exclusive	stock_bytes	stock_sha256	r20_lines	r20_body_sha256
1	l2cMasterRxSignalingPkt	linked	0x00536FBC	0x005371FE	578	02e5f34c1e77998116f93ee16041cbb95156c198530345aad39954315fb23d7c	49-104	f8bbc794e0d0241cabd953ca02eacc4267f6dcf0d1536a2e4c47fcb4b659fd8e
2	L2cMasterInit	linked	0x00537200	0x00537208	8	ba04b13c8945ffa29186bcf41a112e3e9d17f8e8246a6632fd89748b7c94c0cc	113-116	4cfaf4f2810f4f5008c621e048423f030f8b73df4dfd8c11dbda7a3a6039f5b6
3	L2cDmConnUpdateRsp	linked	0x00537230	0x00537278	72	25fdad45770fddd5f782df33745ca172a975d5c17c6ac68920e7fb0648854c4d	129-147	debb97343ceac67bcca1008367326ad3875a3a360c0a00e72dd0cad080d8de2a
