metric	value
linked_functions	6
source_only_functions	0
body_bytes	2286
body_concat_sha256	b0d452d61f46d4f3135d76b9249a481ed3a71c050ea7d3700caa61a35f4662eb
physical_interval	[0x004922F8,0x00492CB4)
physical_bytes	2492
physical_sha256	0d6e8a631baccc0090004a182331d60bf1e697e11a1b0b0337ad751bfdd958e7
owned_noncode_bytes	206
owned_noncode_sha256	a64f77fa2fba8363dfd1ea946bb2ae49aff775da5170f491cdcb3f6bbf74dcef
direct_bl_entry_sites	3
direct_bl_entry_digest	81575d4151a3fe34ef2c8bbf2dead9ec5194a487878e09de7093883c91f59eff
stored_entry_pointers	3
stored_entry_pointer_digest	2c4163f6b5c46029033683bb8e3c9ddf04dfc2a78f1d976f2b3e2f0a002e829d
direct_body_call_sites	115
direct_body_call_digest	7a042ac4220e4ef941ce2a34ce67c19888a258d280d4482f488606533fbedfae
legitimate_direct_bl_strict_interior_targets	0
direct_b_w_entry_or_strict_interior_targets	0
raw_interior_byte_windows	8 accidental overlaps / zero legitimate pointers
retained_path	D:\01_workspace\s200_ap510b_iar_git\platform\service\flashDB\kv\service_kvdb_module_configure.c
language_record	0x20000030 / uint32 live global / one-byte key payload / valid range 0..7
dashboard_record	0x20000038 / uint32 live global / four-byte key payload / default 10
menu_record	0x2006D43C / 888 bytes / magic 0x5555AAAA / count + twenty 44-byte items
runtime_menu	0x2006AD0C / fifty-two-byte item stride / external flag 0x200746FC / count 0x20074700
