metric	value
retained_path	utils\assert\util_error_check.c
linked_functions	1
path_anchored_functions	1
additional_recovered_functions	0
body_bytes	178
body_concat_sha256	3c12f284fbaedb30146e40bad627cebfa6cf2a505d9e5b7fff74b13df2d9e971
physical_interval	[0x00509B48,0x00509C1C)
physical_bytes	212
physical_sha256	6fde560091bae10b4785b22bc3bd8d73e1fd98d22fded2ef31c4e7c0ede23317
literal_pool_regions	1
literal_pool_bytes	34
literal_pool_concat_sha256	5b823b839a0db910be2f521671dba362b30fb23cd43b1c7334cc40ba58bdecf5
path_run_address	0x007086C4
path_pointer_cells	0x00509C10
direct_bl_entry_sites	103
external_direct_bl_entry_sites	103
direct_bl_entry_digest	628c5a69b443388f026d8447181a7a94bd48b865645e5b4fce624160c4d77825
direct_body_calls	8
internal_direct_body_calls	0
external_direct_body_calls	8
direct_body_call_digest	e00793cfc3da68b76c7952d0d408bd161682c7a66205d2712ffacc0943089d04
stored_entry_pointers	0
stored_entry_pointer_digest	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
strict_interior_bl_decodes	0
unrecovered_direct_object_targets	0
source_error_table_interval	[0x006C8E60,0x006C8FB8)
source_error_table_rows	43
source_error_table_bytes	344
source_error_table_sha256	c7b7e16e29e0f58dad6a2c290de75e8fbe2df65545267784ad37198f82bf35e1
third_party_dependency	Copied and adapted Goodix GR551x SDK 1.7.0 app_error.c function and table; IAR DLIB mpaland-printf and EasyLogger remain provider seams
historical_source_available	byte-exact SDK 1.7.0 file snapshot; original Goodix release commit and Even generating checkout unavailable
production_routed	false
