stock_start	stock_end_exclusive	stock_bytes	stock_sha256	path_reference_sites	reachable_instructions
0x58f1ec	0x58f208	28	0b0743f3eab2535a85e51275a815eb67d3d45f02b4e8acb094d5525f96651c38	0	11
0x58f208	0x58f486	638	9eb5db1335d59c956064c9537e9edd3adb23760da29fb326453ba18931b4567b	6	246
0x58f486	0x58f490	10	574a735e745153b721f1898224049b18a4c1a54869cdf5ac5af7119e6ca24c05	0	4
0x58f490	0x58f49a	10	0ebc276f82c1e48dbba99543600079abb029c0e30ff581ee5589cc640b91512f	0	4
