metric	value
retained_path	app\gui\onboarding\onboarding_animation.c
linked_functions	11
ghidra_discovered_functions	4
additional_recovered_functions	7
path_anchored_functions	4
body_bytes	1598
body_concat_sha256	11261a6d2b40d3320a29b41512e33f5affcbcf09b01cee8a0be0870647f65dc0
physical_interval	[0x0050F8CC,0x005100A0)
physical_bytes	2004
physical_sha256	7155c3ddac6eaaf4dd5b03bdb3ace7ed1b969c112020dbe486af72d4633aa2c6
noncode_bytes	406
noncode_concat_sha256	78e2fe8a2a72474afba2cbb2a27056592812e0a98b3f56eb03eea044457e715e
reachable_instructions	630
reachable_instruction_digest	c42fcca326d89c34a9f311521717165a7729290517b28378cb5a924750b1a717
direct_bl_entry_sites	35
direct_bl_entry_digest	bdf8a8fb68675cde41840849a3113e705b2d505ef1d2124cbf3e9aa66ff6347c
stored_function_entry_pointers	1
stored_function_entry_digest	f6c16f44d2d56ec7f87559f6f6d23d680e10e99262a4b2cbc89c223ebc8e7609
raw_instruction_word_interior_collisions	4
raw_instruction_word_interior_collision_digest	f9ad6d8c28a8b57252bbf4c0be4320b8f55fd14a9364c392ef54bc944f4c4d51
direct_body_calls	83
internal_direct_body_calls	3
external_direct_body_calls	80
direct_body_call_digest	0e5a7b302680c3e1b3c88d5bc7454f609b2e559882843b5a0d6f745163b5731d
indirect_body_calls	0
tail_branch_sites	1
raw_instruction_word_entry_collisions	1
strict_interior_ingress	0
third_party_dependency	EasyLogger bounded IAR LVGL nanopb and source-owned TLSF heap wrappers; no embedded reusable implementation
private_producing_commit_observable	false
production_routed	false
