metric	value
linked_functions	9
body_bytes	3318
body_concat_sha256	167ff554f205c1df565617756cf9321ccab7fcbc9bded302080997562cdd183b
physical_interval	[0x004D6BA8,0x004D798C)
physical_bytes	3556
physical_sha256	367b877b9bd7c1c6c23beee8a5d6b14b37e6f2548437b25706edb75a20959701
owned_gap_pool_bytes	238
owned_gap_pool_sha256	4b85b9eedc1ef5fcbddaef6215a002a83668c0af083342d881909b3a97cd6396
assertion_records	7
assertion_records_sha256	161417e51a66aeaa4f2ea3ca5b42418fda0675501724f700470773aca07701fe
direct_bl_entry_sites	10
direct_bl_entry_digest	f9efdb318b09dde46e31faacc772db3542dd7bdf10e46b7c0e5ef0420780e548
direct_body_call_sites	202
direct_body_call_digest	f1d24070c23cd5575c88b4b72c8c0c7e05e1ce1a332a77fb8e01bc25fcfa4d5e
direct_strict_interior_targets	0
direct_b_w_entry_or_interior_targets	0
stored_exact_entry_pointers	0
raw_entry_or_interior_byte_windows	3
raw_entry_or_interior_byte_window_digest	31719b21bdb9c3a1c53b65141375d54b89dd3c3cdd4d38260ecae886d85310b0
retained_path	platform\protocols\pb_service_notification\pb_service_notification.c
source_inventory	unavailable; linked object complete but historical source-only count unknown
production_routed	false
ownership_bytes	0
