metric	value
retained_path	platform\service\flashDB\NV\service_nvdb.c
linked_functions	5
ghidra_discovered_functions	5
restored_functions	3
path_anchored_functions	2
raw_path_references	8
raw_path_referencing_functions	2
body_bytes	930
body_concat_sha256	69a92529d34123e3cd0e04272754940e699a0c6323215ceff1d0f7c88f47a9bd
physical_interval	[0x005105F0,0x00510A0C)
physical_bytes	1052
physical_sha256	89b3755f401952cd93615b007fdcdade3c203c60f2dccdd7c9a587c12b8e761e
outer_pool_and_alignment_bytes	122
outer_pool_and_alignment_sha256	79e4adb96f8ec6d06352567f76c32569114e64c5fc30a4f59e8f38411b690634
reachable_instructions	379
instruction_digest	d716e7b623620fd7365c60d95a149a71e47f28a37c16ba6f350c5cc7f1476f7f
direct_bl_entry_sites	20
direct_bl_entry_digest	bc064656f7280e01d0a70993254087ad7337885d9bd92f54635e4c7689c533c5
strict_interior_bl_entries	0
stored_exact_entry_pointers	0
direct_body_calls	60
internal_direct_body_calls	3
external_direct_body_calls	57
direct_body_call_digest	d97b1798aef49da4f4578969e2a5e33a283c5361a803cf6994c84500cd41a2c3
indirect_body_calls	0
embedded_third_party_definitions	0
third_party_dependency	FlashDB 2.1.1 plus bounded IAR memory and string helpers
new_version_discriminator	false
private_producing_commit_observable	false
production_routed	true
production_source	components/apollo_main/core_overlay/service_nvdb.c
production_compiled_text_bytes	514
production_alignment_bytes	4
production_strict_relocations	11
production_replaced_stock_body_bytes	930
production_retained_official_pool_bytes	122
production_magic_mismatch_policy	fail closed without reset
production_destructive_default_reset_enabled	false
hardware_validation	deferred by project direction
hardware_evidence_required	authorized responsive G2 hardware and read-only golden NVdb capture
