metric	value
retained_path	platform\service\box_detect\service_box_detect.c
linked_functions	32
ghidra_discovered_functions	3
additional_recovered_functions	29
path_anchored_functions	9
body_bytes	3564
body_concat_sha256	abb8f4119439947bbfcf18f29c445d7561a465233f6027a415d00efefd950a28
physical_interval	[0x004ABEC8,0x004ACE10)
physical_bytes	3912
physical_sha256	1b91af03dcd3f55f566d12c8fffc0ab1e4656eca0a502814d7011abfe3ea50dd
noncode_bytes	348
noncode_concat_sha256	0c172061da250f1679180beed2d2b87fd119c6dcbc06f8f22b2f33785a0f7d83
reachable_instructions	1328
reachable_instruction_digest	0cfad36081364b85f91784ed73d8e0d499f8b296023e67ecf54ad3b76c1b708f
direct_bl_entry_sites	65
direct_bl_entry_digest	ebc70a480a6f657ca20fa3c84be1e5809cb6dcd8733a24777229985e730f760e
stored_aligned_function_entry_pointers	2
raw_instruction_word_interior_collisions	0
direct_body_calls	209
internal_direct_body_calls	37
external_direct_body_calls	172
direct_body_call_digest	8350c56c6146a74d316a6c5a90fd109a0756ee4279ed08de31caa901ebf1bca2
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger IAR DLIB and CMSIS-FreeRTOS timer wrappers only
private_producing_commit_observable	false
production_routed	false
