metric	value
retained_path	platform\protocols\ring_service\ring_connect_policy.c
linked_functions	15
ghidra_discovered_functions	11
restored_functions	4
path_anchored_functions	12
raw_path_references	19
raw_path_referencing_functions	12
body_bytes	1828
body_concat_sha256	287e96848aaeedaab508524bd67f47a9bb05ce264eef9a028965044f3b7f27a6
physical_interval	[0x0049F020,0x0049F828)
physical_bytes	2056
outer_pool_bytes	228
physical_sha256	d17d16c61d0a3df734d7945192bc93f734a368d78a0afd820c7d2800a7a74483
direct_bl_entry_sites	29
direct_bl_entry_digest	271f044ed708729f9757d5f6eb6d2372358361564028d25baced45c83eac4c16
stored_entry_pointers	1
direct_body_calls	120
internal_direct_body_calls	12
external_direct_body_calls	108
direct_body_call_digest	430756429ddb1378bf125caf6272e456df832a7f3ae9174abd89d18f7290029b
indirect_body_calls	0
strict_interior_ingress	0
raw_interior_word_collisions	1
third_party_dependency	CMSIS-FreeRTOS and EasyLogger only; Cordio and nanopb are reached only through closed first-party facades
new_version_discriminator	false
private_producing_commit_observable	false
production_routed	false
