metric	value
retained_path	app\ux\ux_wear_detect\ux_wear_detect.c
linked_functions	7
ghidra_discovered_functions	3
additional_recovered_functions	4
path_anchored_functions	3
body_bytes	1236
body_concat_sha256	4b222b77a80b3e4f97449dabb8488bed17da7925e34d1c152ef5330210f2c777
physical_interval	[0x0049EAD8,0x0049F020)
physical_bytes	1352
physical_sha256	ed6d2af7bad86b9ae929fee81c7b97f437be81e6a2657bf95eb42821d450a66a
noncode_bytes	116
noncode_concat_sha256	9659fd8a4bd5654bc4fa5e9c529c069749130809f26637c2a51f25ebc269954d
reachable_instructions	490
reachable_instruction_digest	860cb59bcc198df5a7959e4c55de28f2a503726897a47bda8bb5dc3220c0de36
direct_bl_entry_sites	22
direct_bl_entry_digest	012ac6f63fde762c05bd923280d37790c13e554cd2505b6740a0a4ed7488b672
stored_function_entry_pointers	1
stored_function_entry_digest	1d47119137d22ca868b50eb4d4ae4a188dce300f5b86d717f3da79d2e453a397
raw_instruction_word_interior_collisions	0
direct_body_calls	84
internal_direct_body_calls	13
external_direct_body_calls	71
direct_body_call_digest	f9204e419bc54cd727b3fdcb599f1f3c538887f7407df6171a1b191ef8b776c8
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger bounded IAR and nanopb edges only; CMSIS-FreeRTOS osKernelGetTickCount is the sole RTOS seam
private_producing_commit_observable	false
production_routed	false
