metric	value
linked_functions	4
body_bytes	416
body_concat_sha256	6dac5f046c2c46f179431deae73ae7cbf6e77fc391a53542aa17a6033b10795a
physical_interval	[0x005A5530,0x005A5720)
physical_bytes	496
physical_sha256	ec0c3d2a695770371c9d68c14b3b1c0c1ddbcd8ee1e4724dbceaeb90185740ce
owned_noncode_bytes	80
owned_noncode_sha256	d5ee576a68ebf81d47bdf81cb4d1e2d55c659d08759d5e7ab3d4a0eb9c213200
direct_bl_entry_sites	2 internal helper calls
direct_bl_entry_digest	969e8bb5e97b5ec69501779b7c8e548f547123c36be19466e0363523becff812
direct_body_call_sites	33
direct_body_call_digest	659c91baac5bfacdfc99e208e05597c342cc829c634649f95e5ddca4055faa36
stored_entry_pointers	3 at 0x006C92B8/0x006C92C8/0x006C92D8
stored_pointer_digest	d322ac67b73ef7c3191cabe331b9e56948128842d2ef498ee48e3adbb04c437e
stored_strict_interior_pointers	0
raw_interior_byte_windows	0
direct_b_w_entry_or_interior_targets	0
command_records	[0x006C92B0,0x006C92E0) = AT^RM, AT^LS, AT^MKDIR
command_records_sha256	d3c96fd8597a5e40134e051efe123fdc96858afb4ea22b1f65350ba75a54f624
retained_path	D:\01_workspace\s200_ap510b_iar_git\platform\service\eAT\at_fs.c
retained_path_pointer_cell	0x005A56E8
filesystem_ready_global	0x200746A8 equals one
production_routed	false
ownership_bytes	0
source_inventory	unavailable; linked-object census complete but source-only function count unknown
