metric	value
linked_functions	1
body_bytes	118
body_concat_sha256	628aa45af330f4c03626207810d875e9810f93929d14de2f83df360a26ec701a
physical_interval	[0x005A5488,0x005A5520)
physical_bytes	152
physical_sha256	73f108e6a639ee2be60360f24c80f3547aa9980e836c289da0464a6322c08b1b
owned_noncode_bytes	34
owned_noncode_sha256	4f10eb7e21c7a624181dd3495b5622e5fb7ca67624108870925107e20a7e84f3
direct_bl_entry_sites	0
direct_body_call_sites	10
direct_body_call_digest	c4b2c910a1658b5e25789eb0837ac34875a63c66d2f605ac13f49148149109cc
stored_entry_pointers	1 at 0x006C9298 -> 0x005A5489
stored_pointer_digest	56582a994b92d57ed46a37b83a97ea1e90d69a390f80985554b20ccdeb87bd79
stored_strict_interior_pointers	0
raw_interior_byte_windows	0
direct_b_w_entry_or_interior_targets	0
command_record	[0x006C9290,0x006C92A0) = {type 0, "AT^AUDIO", handler 0x005A5489, zero}
command_record_sha256	cb9368ca3c22c87b64b3a0c7df3ff9e01f1cd5d94c18bd1f331db65757776713
retained_path	D:\01_workspace\s200_ap510b_iar_git\platform\service\eAT\at_codec.c
retained_path_pointer_cell	0x005A5510
audio_enable_provider	0x0054F380(selector 7)
audio_disable_provider	0x0054F50E(selector 7)
production_routed	false
ownership_bytes	0
source_inventory	unavailable; linked-object census complete but source-only function count unknown
