metric	value
retained_path	platform\threads\thread_ble_wsf.c
bounded_bodies	12
body_bytes	656
body_concat_sha256	514c822a09a496897861fd8f81603e95b07c83e7b8c401779f5ad4973d611d9f
physical_interval	[0x004D0A4C,0x004D0D24)
physical_bytes	728
physical_sha256	497f72ef17c0ae3607a255057bcfe4bc9f0599ebfab9fea8d40b56923db94e49
literal_pool	[0x004D0CDC,0x004D0D24)
literal_pool_bytes	72
literal_pool_sha256	d6c4a22566c5d0bd523bf5723afb6b13919b210c88e365d63ca04e0d2d72be17
task_attributes	[0x0075B838,0x0075B85C)
task_attributes_bytes	36
task_attributes_sha256	3de23514e8e1fec1c26809144605f5bdb8cee48f949a5a78839f756627d8d715
direct_bl_entry_sites	27
direct_bl_entry_digest	982c8ddf0171814ac78a0ba6b65da5c5127a9ca7513945fb9859c5f65c619284
direct_body_call_sites	50
direct_body_call_digest	2e9e033e128c8fb0d50a1b4dc03d801bf3063c542f58cd5fd63a90b75033662f
stored_entry_pointers	1
stored_entry_pointer	0x004D0CF8->0x004D0A4D
stored_entry_pointer_digest	7b5af863fef7e426c36016829833856998635f2757cc55dd1e860c2815ee2029
excluded_unaligned_entry_lookalikes	1
excluded_unaligned_entry_lookalike	0x007940DD->0x004D0AF7
excluded_unaligned_entry_digest	9ee9d3ccef7d5fa2a5728732a5d9b39b6c89d76cb2cdf8e32f738c61178cd326
accepted_strict_interior_pointers	0
direct_bl_strict_interior_targets	0
wide_branch_entry_targets	0
wide_branch_strict_interior_targets	0
control_block	0x20004068
thread_handle_offset	0x08
tx_ready_semaphore_offset	0x14
thread_name	ble_wsf
thread_control_block	0x20072140
thread_control_block_bytes	0x70
thread_stack	0x20043A98
thread_stack_bytes	0x4000
thread_priority	0x31
retained_product_path	D:\01_workspace\s200_ap510b_iar_git\platform\threads\thread_ble_wsf.c
