metric	value
retained_path	app\gui\onboarding\ui_onboarding_stock_page.c
linked_functions	17
ghidra_discovered_functions	17
additional_recovered_functions	0
path_anchored_functions	10
body_bytes	7500
body_concat_sha256	83aef97c1aa3729449435f2392335bc6e924b259edadcf3d51ad1af4538ad844
physical_interval	[0x0050CA24,0x0050E8DC)
physical_bytes	7864
physical_sha256	3b101a0ddd84ec458063fa6815a4b5b1c6684ecbfe5efedcfb104cbdc69b0695
noncode_bytes	364
noncode_concat_sha256	8b17ba5cd877b155887cefda551350479138bfac21d55726aef5bfd4475055ff
inline_literal_intervals	[0x0050CC8A,0x0050CC90);[0x0050DDDC,0x0050DDE0)
inline_literal_bytes	10
inline_literal_concat_sha256	66543fba70233f99add7408f6c13462fb152a72f42264195ee55e9895af06e11
reachable_instructions	2818
reachable_instruction_digest	c0e9ee45ed98a5c979c401d0f3083cf5f0828d08e536bb69aeea01cd8f5a8d4f
direct_bl_entry_sites	38
direct_bl_entry_digest	577a701149980ab044e8363116f6747041269eda8b90efa2d9be28ab709ff2ab
stored_entry_pointers	0
direct_body_calls	629
internal_direct_body_calls	32
external_direct_body_calls	597
direct_body_call_digest	ce0f9a89923b3fc9af9fe8b0825bf0a6c8858a4d8b7c70625d3172629a647dbc
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	LVGL EasyLogger exact CMSIS-FreeRTOS mutex wrappers and bounded IAR DLIB
private_producing_commit_observable	false
production_routed	false
