metric	value
retained_path	app\gui\dashboard\screens\ui_DashBaord_Main_Screen.c
linked_functions	31
ghidra_discovered_functions	14
additional_recovered_functions	17
path_anchored_functions	8
body_bytes	9040
body_concat_sha256	dc90a40e90703f1ba436bdbe8b0e3026ca2e1a3d8b2123d474ce01d572c4d48e
physical_interval	[0x004E772C,0x004E9DD4)
physical_bytes	9896
physical_sha256	ab50c77d3eefcde775887bfd963f776a2b56ae2dc1b91653d2d9a164fdff0ffd
noncode_bytes	856
noncode_concat_sha256	5c08a87b4a4671836bdbf0d8c9d3c6fec00408e5b2b91cbd65b93b6e5bed3a6e
reachable_instructions	3353
reachable_instruction_digest	de41ac70a646fb3979d4cae8064efa1614349282702477da71a45e8a87e9bd8e
direct_bl_entry_sites	49
direct_bl_entry_digest	aca2970e90943a0dd6c6f2efaaf96e1de50209cf855a166852243ce39b3bf045
stored_function_entry_pointers	13
stored_interior_callback_pointers	7
unaligned_word_pseudo_pointers	6
direct_body_calls	542
internal_direct_body_calls	23
external_direct_body_calls	519
direct_body_call_digest	65885760d91433b73841c4de3b4f1c4bb900107b0a3dfcedb70361888337aa22
indirect_body_calls	0
strict_interior_bl_ingress	0
third_party_dependency	LVGL EasyLogger CMSIS-FreeRTOS bounded IAR DLIB and first-party dashboard providers
private_producing_commit_observable	false
production_routed	false
