metric	value
linked_functions	3
source_only_functions	0
body_bytes	338
body_concat_sha256	4d9a4d88a10e5938b06f23c46e152295575d41dbe6ce7179bdf4864d26be4500
physical_interval	[0x0049B014,0x0049B198)
physical_bytes	388
physical_sha256	c03f4581a435c010b7315a9f949a08103d8dcea72869f5f8cba44a57e0fd55d8
owned_noncode_bytes	50
owned_noncode_sha256	39ce4c863f149589ba4a3a1b8b091d5f09b7542db79ed515c4172a6b09160a12
direct_bl_entry_sites	3
direct_bl_entry_digest	e6b92799cf5eee363cc158e556da3374442c3c25de9d44365bd3c63932d5f87d
stored_entry_pointers	2
stored_entry_pointer_digest	589a1b452aad1bac663729260a1e1b377c2f65041a1a1ebbd5ee2fc113604bd4
direct_body_call_sites	21
direct_body_call_digest	a56cc8164693e9c53053a6e96598a3d0d72143f58b9c3230c4a2a77d7e8f4fd4
legitimate_direct_bl_strict_interior_targets	0
raw_interior_byte_windows	0
retained_path	D:\01_workspace\s200_ap510b_iar_git\platform\service\flashDB\kv\service_kvdb_temperature_unit.c
factory_record	0x200037FC / 12 bytes / 010000000000000000000000 / initialized CRC 0x76ED
