metric	value
retained_path	app\gui\EvenAI\even_ai_timer.c
linked_functions	13
ghidra_discovered_functions	3
additional_recovered_functions	10
path_anchored_functions	2
body_bytes	856
body_concat_sha256	592e0bf2d3f258143e7a5bedfd3121f2c8e67ce0e6f562f6a1bf3835229e1860
reachable_instruction_bytes	856
reachable_instruction_sha256	592e0bf2d3f258143e7a5bedfd3121f2c8e67ce0e6f562f6a1bf3835229e1860
physical_interval	[0x004E2E10,0x004E31CC)
physical_bytes	956
physical_sha256	6248c309f6df62a7630620f260c5b1e753c5a14d121ad293b6eabaddac2eab3c
outer_pool_regions	1
outer_pool_bytes	100
outer_pool_concat_sha256	867f182d14f37a7cc2be9079892073292a5856b1713b89274d1e59856a4db132
path_run_address	0x007026E0
path_pointer_cells	0x004E3134
direct_bl_entry_sites	28
external_direct_bl_entry_sites	16
direct_bl_entry_digest	d94c22f336915cdf2209e80302f658e9548da768434af078fc864950302f4bbd
direct_body_calls	57
internal_direct_body_calls	12
external_direct_body_calls	45
direct_body_call_digest	be8a63ccc8ec8cecbae69847801809575bc143a986b46487d038620724cc4ea2
indirect_body_calls	0
stored_entry_pointers	0
strict_interior_raw_bl_decodes	0
unrecovered_direct_object_targets	0
third_party_dependency	CMSIS-FreeRTOS osKernelGetTickCount, EasyLogger diagnostics, and bounded IAR DLIB memset only
historical_source_available	false
private_producing_commit_observable	false
production_routed	false
