metric	value
retained_path	app\gui\EvenAI\text_stream_service.c
linked_functions	26
ghidra_discovered_functions	8
additional_recovered_functions	18
path_anchored_functions	1
anchored_by_baseline_ghidra	1
body_bytes	3188
body_concat_sha256	aff2cdcd232a1448c2b3c400320ebab37f252036813779e5f0f09f036bfdc099
reachable_instruction_bytes	3188
reachable_instruction_sha256	aff2cdcd232a1448c2b3c400320ebab37f252036813779e5f0f09f036bfdc099
physical_interval	[0x00552B30,0x005537CC)
physical_bytes	3228
physical_sha256	b607d79a5dd360049f8a4ea11bd8131537a07d79b34f3660e2d65358d407915b
outer_pool_regions	3
outer_pool_bytes	40
outer_pool_concat_sha256	95ee13b37b9447ed7613c37757f162eb9da45a8d645b1ec4510576bb68afcd00
path_run_address	0x006F6C50
path_pointer_cells	0x005533B4
direct_bl_entry_sites	65
external_direct_bl_entry_sites	34
direct_bl_entry_digest	8f4fbb732c47bd30b51792b18a223065b9b51a14ea6ec50773e946c088c678f7
direct_body_calls	144
internal_direct_body_calls	31
external_direct_body_calls	113
direct_body_call_digest	6cb7294e4a2e7c7e0bd9cd90cbf273f0f3a6805c84ce2386acfc29f480a23008
indirect_body_calls	7
indirect_body_call_site_digest	c2922fb0d53fa5a25ae8ba28a4a27e399a2eb461a52937d4c22791a819ed18a9
pc_relative_callback_constructions	1
pc_relative_callback_digest	d3293d92010ebe89279b2db0562d6fef4ca5b977691ed0561c4a5011b62d772d
stored_entry_pointers	0
strict_interior_raw_bl_decodes	0
unrecovered_direct_object_targets	0
third_party_dependency	All utility calls terminate at admitted EasyLogger, CMSIS-FreeRTOS v10.5.1, LVGL 9.3-compatible, nanopb 0.4.7-0.4.9.1, TLSF v3.1-compatible, and bounded IAR DLIB seams
historical_source_available	false
private_producing_commit_observable	false
production_routed	false
