metric	value
linked_functions	4
body_bytes	1324
body_concat_sha256	0acba12ce622e3f5044a45e29164bf275f64d30ee8eb8615f3c211beef50f27d
physical_interval	[0x0059F53C,0x0059FAE0)
physical_bytes	1444
physical_sha256	9d31e156165c7371a649d7f048b7b5aaae63554d6e558caa67c20ae04b885ed8
owned_pool_bytes	120
owned_pool_sha256	0a9dfaa6ddd2c98157724e809baff1d222b91fc3e2d23238333be1258f86d781
direct_bl_entry_sites	8
direct_bl_entry_digest	3cea787570d4dbc48917c37706e950365df573a856ea7d93112d5e625b9c05dd
direct_body_call_sites	74
direct_body_call_digest	9782fa705dbc1d7c2b0b163f320567abf33c030189b28864cb6b3250a8d765bf
direct_strict_interior_targets	0
direct_b_w_entry_or_interior_targets	0
stored_exact_entry_pointers	0
raw_entry_or_interior_byte_windows	28 instruction-byte overlaps
raw_window_digest	a7daff19c48c8898607413c9a7261fc89f5ff8f95abaa3fa1993911009e55997
retained_path	platform\protocols\pb_service_translate\pb_service_translate.c
source_inventory	clean-room production source available; historical source-only count remains unknown
production_routed	true
ownership_bytes	1324
