metric	value
retained_path	platform\service\DFU\service_em9305_dfu.c
linked_functions	7
ghidra_discovered_functions	6
additional_recovered_functions	1
path_anchored_functions	6
body_bytes	2802
body_concat_sha256	1e33c7f52d6879c08ff7c0a5d5dd87c90627465d55507040e439d9e4ac6df3fa
physical_interval	[0x0052F442,0x0052FF4C)
physical_bytes	2826
physical_sha256	52d7fdc8334661d60c6cb3c5784a4fe0022d42ff05ca2da1e3b9359025ee289d
noncode_bytes	24
noncode_concat_sha256	dc01eb87570b530c16d419d23ad97f86bc0d0fef4fa872e6e931a181098a2d79
reachable_instructions	1062
reachable_instruction_digest	f0a4d17513d90868ab117019df3ee85e40ff1394bc39fd334e814379c99c1be4
direct_bl_entry_sites	7
direct_bl_entry_digest	5c0bb055c4d6f529e29ba2faba778cf98afdb7ead995c5fc4dbb5e92026cabf0
direct_body_calls	156
internal_direct_body_calls	4
external_direct_body_calls	152
direct_body_call_digest	328fdccbb79a06a7b49cfdd41306ca7440d3a530c10738f106e4dd737f3f6184
indirect_body_calls	0
strict_interior_ingress	0
direct_em9305_packetcraft_calls	0
private_producing_commit_observable	false
production_routed	false
