metric	value
retained_path	none
origin	IAR EWARM DLIB math runtime
version_interval	EWARM 9.20+ floor; 9.60.2 leading compatibility candidate
exact_release	unobservable
linked_functions	3
body_bytes	268
physical_interval	[0x0059D244,0x0059D350)
physical_bytes	268
physical_sha256	aa1f326578d9f4fc257821facd6a8ff4e602c91132e02121794b150757da7ff2
direct_bl_entry_sites	10
direct_bl_entry_digest	e712da9c8e49d7f4d6586904de11094f888600b10edb8ccdca4336caeacc6cfa
stored_entry_pointers	0
internal_direct_calls	1
range_error_tail_target	0x00439CB2
production_routed	false
new_version_discriminator	false
