metric	value
retained_path	app\gui\health\health_data_manager.c
linked_functions	10
ghidra_discovered_functions	9
additional_recovered_functions	1
path_anchored_functions	5
body_bytes	2644
body_concat_sha256	050ec6e745b00b6d6cfd37b83e2283415053a3f7e486e7bdff3a59ddccf541f4
physical_interval	[0x005597F0,0x0055A350)
physical_bytes	2912
physical_sha256	44352a771275d97318b726f9525fbff941a6f11bdc761736e0317a407ca3b2ae
noncode_bytes	268
noncode_concat_sha256	243baf3a6d20197747a4cff17cb20485fa07895c4a267566fb134e8a493d37ca
reachable_instructions	976
reachable_instruction_digest	41b051dcd8a6aa9d7322e196e189090968bd1e5dd6f49ffcd21657fa49fb9df4
direct_bl_entry_sites	18
direct_bl_entry_digest	361456eea75ebc902cdaee6008b33e3956f575fc91d9641d218b536f179e4f73
stored_function_entry_pointers	0
direct_body_calls	149
internal_direct_body_calls	13
external_direct_body_calls	136
direct_body_call_digest	76897902ad5c523275572a03d364a4bdcf66ef46351845d83242087cacef47fd
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger bounded IAR runtime and closed first-party health mutex providers
private_producing_commit_observable	false
production_routed	false
