metric	value
linked_functions	12
body_bytes	486
body_concat_sha256	0d22c9e3a24002da78523b336961d3b84f9875be006380e65b28d73da99118c2
physical_interval	[0x005A5720,0x005A5984)
physical_bytes	612
physical_sha256	e0eb932297c2b57ba92b7a89b65d4ed5ae22038efb8d6bbf1fecaf4f2ef797a8
owned_noncode_bytes	126
owned_noncode_sha256	17f9964ab7af8332ecdec76ce35a1be4e12aa5f85ecaa4cfaf2b72d739efebdb
direct_bl_entry_sites	0
direct_body_call_sites	49
direct_body_call_digest	69e8a0ff61b5478588b7bfc6410adaa8793adb389ce22d6a7b558c52c723f60a
stored_entry_pointers	12 in command records 0x006C92E8..0x006C9398
stored_pointer_digest	85d7f12117a9bfc149f659d4438f1ca46b16d793a827c5a098c5cd2e6b307704
stored_strict_interior_pointers	0
raw_interior_byte_windows	0
direct_b_w_entry_or_interior_targets	0
command_records	[0x006C92E0,0x006C93A0) = INFO, RESET, PSN, IMU_RAWDATA, IMU_EULER, SCRN_X, SCRN_Y, ALS_READ, ALS, BRIGHTNESS, ALS_SCALE_READ, BRIGHTNESS_READ
command_records_sha256	e8d55ae6c7fd5e5cad86205eca9d6c1dfca9772ee29d415ad6151f209a7937d5
product_identity	S200; software 2.2.6.10; compile Jul  6 2026 21:37:47
production_routed	false
ownership_bytes	0
source_inventory	unavailable; command-table cluster complete but exact source-file partition and source-only function count unknown
