file	blob	sha256	bytes	relation_to_r20.05c_build_closure
dm_sec.c	7d66f73b3246b7735a07a5a7c4572c0f6d82cfcb	88ff7fdfac976a70eaa3e3457d8c7123675a39311ddb21480d6699d939ffa241	11789	byte-identical
dm_sec.h	6aa292a70baf6513e6a11594db012da83de95c17	7808735d8741b166c330991119c29bb53f6dceeaf7cdba8fece888e0fd17f211	3154	byte-identical
dm_conn.h	09b3b29c79a93c6cb3f438767def3a4746aa7aac	870b24846d24eb64d2bbdbe102a8bf8ee7fffbbbadf9c1b6532f0ab81c028040	14490	byte-identical
smp_api.h	bf1be72f1145016f29b3bb76fca1ff8c8cd574a1	dd1beb54ef6dc19a6753c2abbcc126a9f2dbb4d20cec1716e72bb0fb7322cf41	12973	byte-identical
dm_api.h	51a72e5f6b413b42ebbec9bc6e2d7010bedde36f	96c3b98488bdbb31ab7e7a1f1c28a9cfc55d2df106968a14de32bc270abf4ea8	152465	differs; identity-only, not used in verified build
