stock_start	stock_end_exclusive	stock_sha256	source_path_anchor
0x005B0B58	0x005B0C18	564c28be89134ee3ed26444c179ba25c7933a06370ae8036094de6f6ccc8e959	yes
0x005B0C18	0x005B0C30	6b0b0cfcd10db323ddc5a608b719962a1725a49dc65ca3c92f3df3ca83724cb6	no
0x005B0C30	0x005B0C4E	cec6325016ba6942223837717756439cfe89dc251ba050149c63c4d242eb1876	no
0x005B0C4E	0x005B0C72	4ed5cb1ce52f620c486cb377024a795aa6aaab6e9dcc8dd2b80b407f05eaf23b	no
0x005B0C72	0x005B0CA0	a92eda94f3f66604ee4af5f8da094f95ff78199d8d155c9df0e5ae94f9d3403e	no
0x005B0CA0	0x005B0D24	2f43d300bdd84ffa880022ee59fccea1bbff28cb0f676edc8f5f10256eb6a0b4	no
0x005B0D24	0x005B0D86	fecb125f7b931e31e64c95cc66eb446c784b1e36172c736e715055b5734724e2	no
0x005B0D86	0x005B0EDC	a1ab2d5eadb92ebee9bd777f99431bbaa60eb48d0922d273efc63e5efb28a2d9	no
0x005B0EDC	0x005B1072	979ffd6b36fdf0051539b1010ca6aa95ab7df2f1af0ab1b098545ca54920f989	no
0x005B1072	0x005B1150	b7d38ce77d7b11cdc7c3012fc2d86bc84057cbe03d4cf7dcd7eac4571361c40f	no
0x005B1150	0x005B12BA	9f1c064498bc48cc138ad0cc9845987fcbe955f13bcdc25e9e0d510002657f67	no
0x005B12BA	0x005B133C	44e636f1b7f6487651376fb7a21b0ad8bef9a0fd00e3ebcd8547537e04a2a71e	no
0x005B133C	0x005B13FE	9e0fac4c8c90c127a09029c1781e1fe9c3de7ba3d7cf46300ae7bf81d9a95238	yes
0x005B13FE	0x005B14CE	4acb8c7b22c3d8a201ace8a98f95b1b53bb11a148998ff2fcc4b69bab250b155	yes
0x005B14CE	0x005B156C	b83e45f73ed5fe2038abb542ec1cb1dfecbd411ae6a45e9d686d98d70d24de94	no
0x005B156C	0x005B15C4	8eaa5d401123c5e66e4ee103cb7a69fc491eac7d84719680a7bc17ff2d4619af	no
0x005B15E0	0x005B16CC	26774d1dc38b6c06190b56494c8d31d46d3d747b37e58db124dea333029d477f	yes
0x005B16D0	0x005B16D8	fa562c721c502daec9d249274f2d851cb3af86978d95f4df72735c4dd52988ca	no
0x005B16DC	0x005B16F6	ee2f5809ba2778f18db6af7ecf1b203db9538f04a20a6334fda59ab3d2f539fe	no
0x005B16FC	0x005B1716	ad5e1a8cc4e4396c720539d13137534fc34baa8ecde13c55b556286c9ffd07d9	no
0x005B1724	0x005B198C	89071457f65020eabcd8369ae3a140e45edffd60dc0293360a5c7c2cb7865d14	no
0x005B1998	0x005B1A0A	b12fa4084e13d6a36469066b36b8300dba9288e4496a745e59a1bcdeb0c41d87	no
0x005B1A14	0x005B1A64	913bb7c8fd3028520385073ffe916a0d2e5d769c1b903d0613d5f40b9969a86b	no
