metric	value
retained_path	driver\flash\drv_mx25u25643g.c
linked_functions	40
ghidra_discovered_functions	21
additional_recovered_functions	19
path_anchored_functions	21
body_bytes	6726
body_concat_sha256	c2d9d0353d648043c16b976f20d28c350959296638a30d543dc7f4137164cd66
physical_interval	[0x0046F4A4,0x00471164)
physical_bytes	7360
physical_sha256	0d66d02bcbd780a35001183e7cef9b6d1bc5dca054d73baf3d1d14fb0fa97f9d
noncode_bytes	634
noncode_concat_sha256	315cadb6713ad4f24a2946aa04287513fd3ed36a67097baa8f5ef78baa389f87
reachable_instructions	2479
reachable_instruction_digest	600043788fe3aa6fab1f562ef990d45ee9a0f620432cbb1d0fb0f8f190be03b4
direct_bl_entry_sites	126
direct_bl_entry_digest	e3719689c05146b470b077df44d10b8a0388090f2fac68f4d9ff73e0013fb591
stored_entry_pointers	4
direct_body_calls	386
internal_direct_body_calls	89
external_direct_body_calls	297
direct_body_call_digest	5a00ed76995a1bcbaac334fbe2744fef719b497a98021153aee63a61c14df115
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger AmbiqSuite Apollo510 CMSIS-FreeRTOS shared nanopb initializer bounded IAR DLIB and production source-owned runtime/delay helpers
private_producing_commit_observable	false
production_routed	false
