metric	value
retained_path_anchors	9
restored_non_anchor_functions	12
linked_functions	21
anchored_body_bytes	3790
restored_non_anchor_body_bytes	938
body_bytes	4728
body_concat_sha256	5da153c2173a50fe75a00f5085a162b9ceda69964b9e29aa0daeb521f8177770
physical_interval	[0x0058A8E0,0x0058BCE0)
physical_bytes	5120
physical_sha256	39167e7d97a2f9d2c125882edef4fc235ec5f3063b5f3e156476e8c783f67649
owned_gap_pool_regions	7
owned_gap_pool_bytes	392
owned_gap_pool_sha256	29c0ca1038ac82167e6718bcff0ea676fafe1388296d85fe4522e3e44516b3eb
retained_path_pointer_cells	2
exact_retained_symbols	10
stored_exact_entry_pointers	0
transient_callback_entry_materializations	1
direct_bl_entry_sites	81
external_direct_bl_entry_sites	17
intra_object_direct_bl_entry_sites	64
direct_bl_entry_digest	e6ab20b22083d26017ae553e4d8ded0a31d1bc20fa5ca8bd67727cdc9403bbd8
direct_body_call_sites	276
direct_body_call_digest	25782111c5e64ea9c41c9440306b8f9f98f5b89769622a00883953a45a4b2ed5
raw_direct_strict_interior_candidates	0
true_direct_strict_interior_targets	0
direct_b_w_entry_or_interior_targets	0
raw_entry_or_interior_byte_windows	2
raw_entry_or_interior_byte_window_digest	cfccfd732069d4d20b33b882e1a686d4359c5bc05c482bdbaa376488d7ab3ea5
retained_path	app\gui\teleprompt\teleprompt_page_data.c
source_inventory	unavailable; linked object complete but historical source-only count unknown
production_routed	false
ownership_bytes	0
