metric	value
retained_path	platform\audio\service_algo.c
linked_functions	10
path_anchored_functions	2
raw_path_references	3
raw_path_referencing_functions	2
body_bytes	1712
body_concat_sha256	3305e7f03d2467f82f7eee882a91a397175e7d8f83c2b7c182eb814d559fac78
physical_interval	[0x005915DC,0x00591D14)
physical_bytes	1848
physical_sha256	192014709d2eb4d2060037484a59e6594b0aabe7044c99a340da8070b9256322
outer_pool_bytes	136
outer_pool_sha256	e08361f2d9bbcf8c65bedb898254ba263631f14fefc98f77598c7ca75f843459
reachable_instructions	574
instruction_digest	c498644a69a2a0eaaeafb8a2104feacc0daaab776442fd5656994f957c0bae7d
direct_bl_entry_sites	15
direct_bl_entry_digest	f4efe303d946087acb4fdbda3a44aac01bf1e08b790d420208db1121e67e2a85
strict_interior_bl_entries	0
stored_exact_entry_pointers	0
direct_body_calls	43
internal_direct_body_calls	12
external_direct_body_calls	31
direct_body_call_digest	028d48f20b6996de8a5b761340193d872ee91672cc7e711ac23a7e2ffb477673
indirect_body_calls	0
embedded_third_party_definitions	0
third_party_dependency	IAR DLIB memory and math helpers with production source-owned ARM EABI unsigned 64-bit division
new_version_discriminator	false
private_producing_commit_observable	false
production_routed	false
