metric	value
retained_path	platform\audio\service_codec_porting.c
linked_functions	2
path_anchored_functions	2
body_bytes	342
body_concat_sha256	7f6f4ef925199c29fde103206f6df39a4c02eb627765b2a3a856be3886847208
physical_interval	[0x0058FB52,0x0058FCF0)
physical_bytes	414
physical_sha256	10446a3c12344e7c02b1db8fe77c8d28435274bab0f5b6158c641db553b71ef8
outer_pool_regions	1
outer_pool_bytes	72
outer_pool_concat_sha256	96a643a249fff315b45a6534c7daaf0ac4f7a8e1f74285da45f14bbee62276e3
direct_bl_entry_sites	7
direct_bl_entry_digest	e74341a2a1df4093d4dc9d71d67c6ee1a97b5d724f79b8e2ab5d40b3f54099b9
stored_entry_pointers	0
direct_body_calls	24
internal_direct_body_calls	0
external_direct_body_calls	24
direct_body_call_digest	39d11d6cd9242d5bb1bf97f90fcadee709c54f9e399cf057b90a45a9ff05ce3e
indirect_body_calls	0
unrecovered_direct_object_targets	0
third_party_dependency	AndersKaloer Ring-Buffer and EasyLogger only
historical_source_available	false
private_producing_commit_observable	false
production_routed	true
production_source	components/apollo_main/core_overlay/service_codec_porting.c
compiled_text_bytes	126
alignment_bytes	2
strict_relocations	4
replaced_stock_body_bytes	342
retained_official_pool_bytes	72
hardware_validation	deferred by project direction
hardware_evidence_required	authorized responsive G2 pair and live GX8002B UART3 evidence
