metric	value
linked_functions	14
body_bytes	2764
body_concat_sha256	cc3b89cc5efc5d671fdda351e6fb3a194f6bf1277a798e2f399ecaf3603cbd88
physical_interval	[0x004ACE10,0x004AD9B8)
physical_bytes	2984
physical_sha256	66629608034c65df865a5376ea4e6caf566216810d698d842f77ea487031004c
owned_noncode_intervals	[0x004AD7C6,0x004AD7DC);[0x004AD86A,0x004AD880);[0x004AD908,0x004AD9B8)
owned_noncode_bytes	220
owned_noncode_concat_sha256	c9e1e05b77a186c9d8fa32bd7ca8332032f17ce6a7f69022d5aab404dc8838f9
direct_bl_entry_sites	25 total / 15 intra-TU / 10 exterior
direct_bl_entry_digest	e658e2bf0d107ffe2c80972b1234aed4ef7c793bc328182c43de19d938c742a9
exterior_bl_entry_sites	10
exterior_bl_entry_digest	8f7e126331a8a9c9447b5693393aced1305a1e2a1a373e86a85f98ebc391dd45
direct_body_call_sites	157
direct_body_call_digest	80bbb6bd8256d28fa514c0c654114170e54c85eb9c03f1a836c0cecbc0621752
stored_entry_pointers	0
direct_bl_strict_interior_targets	0
direct_b_w_entry_or_strict_interior_targets	0
raw_interior_byte_windows	6 instruction/data overlaps / zero legitimate pointers
retained_path	D:\01_workspace\s200_ap510b_iar_git\platform\service\charger\charger_common.c
runtime_global	0x20073B30 / 24 bytes
local_battery_cache	0x20074104 / 8 bytes
mutex_global	0x20074370
driver_state_global	0x20073B18
production_routed	true
ownership_bytes	2400
