metric	value
linked_functions	8
source_only_functions	0
body_bytes	900
body_concat_sha256	4baf671c1b1f3e1c18a80ecd6bb5e614aa0ceae3cdbc82949cac0d411475ff6a
physical_interval	[0x00509764,0x00509B48)
physical_bytes	996
physical_sha256	aea081d2dc99d08bbdc14fdb96a4e6b9e55825f41335e1dbf36dce6e4c60ae3b
owned_noncode_bytes	96
owned_noncode_concat_sha256	5a0a3229b7aab979aa1b85c08384cb33323001973b2cd1da63678507589b17e7
literal_tail_interval	[0x00509AEA,0x00509B48)
literal_tail_bytes	94
literal_tail_sha256	e85c0f0f85a07d3a1383e95e1847c0448ed6fb592d327c639e358c58bfcb20b1
direct_bl_entry_sites	10
direct_bl_entry_digest	1a911dc247c94e6dca4d21c8b952ded208e0ece64550f86fbc953fcce35710d1
stored_entry_pointers	4
stored_entry_pointer_digest	e0f49b30fec61fe133ac9626298e3d81d8b11cb4ebf515f3ea4a873d66d0f4ee
direct_body_call_sites	50
direct_body_call_digest	ad118885f88873ca1a4bacab82d7aa09045f748013d629fe9e5ec76d2d0d8ff7
stored_strict_interior_pointers	0
direct_bl_strict_interior_targets	0
retained_path	D:\01_workspace\s200_ap510b_iar_git\platform\service\flashDB\NV\service_nvdb_sensor_caldata.c
primary_record	0x200038F4 / 92 bytes / CRC over first 88 bytes at +88
ag_record	0x20003950 / 68 bytes / CRC over first 64 bytes at +64
default_matrix	0x00759C60 / 36 bytes / SHA256 07beb66d765a155d2367c308a22d9b7f039818d27bf8bdd8f8adab756001bfea
