metric	value
retained_path	platform\service\message_notify\service_ancc.c
linked_functions	12
ghidra_discovered_functions	12
path_anchored_functions	6
restored_non_anchor_functions	6
body_bytes	2340
body_concat_sha256	06d77b4c20cd5b2486b779734d5256cf157c7304fee0b6069e72df2b7b0e90c7
physical_interval	[0x0049729C,0x00497DE6)
physical_bytes	2890
physical_sha256	907bbcdf21e9d1573866e2c0bc3aeb10af18bc76beac9aa4c6535d1512167bbc
outer_pool_bytes	550
outer_pool_sha256	2782cb030f8625f29424421b3e898544f36d32d75b6e4240824d5972141a06f8
reachable_instructions	875
reachable_instruction_digest	44626c1619a25a5c8af8739dde44003278019e741127eb264e7229603dcdf7c5
direct_bl_entry_sites	31
direct_bl_entry_digest	e06fe0b2ae076b17846b3cc2916b957b04659838d38d701ebc039c033e948bf0
stored_interior_callback_pointers	3 at 0x004933BF 0x0052C3B6 and 0x0056C338
direct_body_calls	131
internal_direct_body_calls	2
external_direct_body_calls	129
direct_body_call_digest	dc670762a0b57914f183bb04975aa11333117411646a13121ad50b7f204a4024
indirect_body_calls	0
strict_interior_ingress	0
raw_noncode_pseudo_bl	6
path_literal_references	19 across cells 0x00497944 and 0x00497D74
embedded_third_party_definitions	0
direct_ambiqsuite_ancc_calls	0
production_routed	false
