metric	value
retained_path	app\gui\anim\exit_prompt.c
linked_functions	5
path_anchored_functions	2
body_bytes	782
body_concat_sha256	940912d6dc546e8c0e6eecdf4dc735f0251eb026bbdc5b54713afe3ab0024639
physical_interval	[0x0058BDA8,0x0058C12C)
physical_bytes	900
physical_sha256	2f325979bf7ed9bfcc82823ed8b0708365b655bf0fc265c21c59903cbe0c3a37
outer_pool_regions	1
outer_pool_bytes	118
outer_pool_concat_sha256	67644555460217c7f931a705c268d4fd412417124bcb1b3827c7c062d5a11ae7
direct_bl_entry_sites	17
direct_bl_entry_digest	03e6848326e52f74588336e43cf15b65a1742ae8d29e52ed29ba77eedb4332bd
stored_entry_pointers	3
stored_entry_pointer_digest	8a726a514441575b270fb0b5688bbdea9e98c5bbb9d4db730e801ebbf1dfd506
direct_body_calls	56
internal_direct_body_calls	3
external_direct_body_calls	53
direct_body_call_digest	ffa20f597252b6a0bd6636d3cfa464ca137d6fdb98bc368cbec8361aa144e4d5
indirect_body_calls	0
unrecovered_direct_object_targets	0
third_party_dependency	LVGL and EasyLogger only
historical_source_available	false
private_producing_commit_observable	false
production_routed	false
