lane	variant	config	function	start	end	candidate_symbol	evidence	candidate_size	stock_size	size_delta	raw_match	strict_normalized_match	candidate_sha256	stock_sha256	candidate_normalized_sha256	stock_normalized_sha256	compile_ns	link_ns	object_sha256	linked_sha256
stock_warn_seam__O0	stock_warn_seam	O0	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	364	226	138	no	no	3b33a2424f601a6f34ab9a294dc7ccfc71c650234ed75c92d12c3266fab1a953	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	aeb29530da038a99f794f48c73fc224577c29cf2142b08ee2249a2f2e3db46f0	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	50775145	10891528	c12cb615ea854b01f44f06a42038daca0ede43fcee1e611da113c6bc7de678e5	d6b9ef266ba779c0bc7bb6a2bc878a3b25c0ccf4284f95439c4d28b9a6ef6573
stock_warn_seam__O0	stock_warn_seam	O0	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	168	142	26	no	no	844f67fcbc26169e836b5d620439571b6459be0292b1bd1eab6cdbc80c46b1d5	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	d7c85ed029d418518afd83bed9dc83881f8edf49c0665e55e98c7cbc071edca8	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	50775145	10891528	c12cb615ea854b01f44f06a42038daca0ede43fcee1e611da113c6bc7de678e5	d6b9ef266ba779c0bc7bb6a2bc878a3b25c0ccf4284f95439c4d28b9a6ef6573
stock_warn_seam__O0	stock_warn_seam	O0	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	112	62	50	no	no	d8733c8c418c4ae0bf26ee1038f4e7795a74d31515b578630876fdf4099b99c7	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	65b585c6db21daff1f31025640a889cfccc98cfb83f452e30b7b5090594e1548	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	50775145	10891528	c12cb615ea854b01f44f06a42038daca0ede43fcee1e611da113c6bc7de678e5	d6b9ef266ba779c0bc7bb6a2bc878a3b25c0ccf4284f95439c4d28b9a6ef6573
stock_warn_seam__O1	stock_warn_seam	O1	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	236	226	10	no	no	420dd8bc7d41277f05b314e717acf6221d3dc37fd315423f67a11f10771c456f	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	8ceac12d78ec0a9b85dcebde51854bbab18478435943ef45c4bb999aee3514cc	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	65187146	11745487	d436d95ff2fd2efdd5c2a3b7c491110118bd3be83136390623e83150e919c74a	d9e5d3a66f380bede83c98a1584620b627c95777741d1a1ab6308842b2121731
stock_warn_seam__O1	stock_warn_seam	O1	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	124	142	-18	no	no	960de5b0bdc3b2a8090b904fa217813f6ffc7d7b03991c9c00b16b31ad26bed7	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	98b22ef7069d2263d7df69fb03c558217f85adeebd9fd3697afaa2965c038cf3	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	65187146	11745487	d436d95ff2fd2efdd5c2a3b7c491110118bd3be83136390623e83150e919c74a	d9e5d3a66f380bede83c98a1584620b627c95777741d1a1ab6308842b2121731
stock_warn_seam__O1	stock_warn_seam	O1	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	72	62	10	no	no	93eb584f53737e463e279f011a91c58fd6d7b343b8c0498b6c8cfd8ad99a96a9	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	b78edec86bc7213e0c97938c8b49e0df45fcb9b4c9b8d97edd61e5135ce8b56a	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	65187146	11745487	d436d95ff2fd2efdd5c2a3b7c491110118bd3be83136390623e83150e919c74a	d9e5d3a66f380bede83c98a1584620b627c95777741d1a1ab6308842b2121731
stock_warn_seam__Og	stock_warn_seam	Og	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	184	226	-42	no	no	831c3c63a5b05ca591dc07b8b64608c013f4c2af59c398a0e2e28639cf95126f	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	38e5c42992295270ba12f0c5b88b483d010f4f4044d7f74d9e915c09ed642826	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	52630300	10852785	b24c2b0f473bca3d53ccab52bf842ea362fe94a099e42f8d74cb809e0e0f23f4	e5f7fe70fd29dceb2fa0326c77b853371f0592fdab84e109a368b62a3d09dc78
stock_warn_seam__Og	stock_warn_seam	Og	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	116	142	-26	no	no	f791e119c069d1b1d71f02fca2b7e32ec70729a1cc2fc6e83189f9b227e60f74	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	bef9eb6b3bc4ba6b02275871a5e97ecd4ca4267485006f85c1f829bab735f0df	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	52630300	10852785	b24c2b0f473bca3d53ccab52bf842ea362fe94a099e42f8d74cb809e0e0f23f4	e5f7fe70fd29dceb2fa0326c77b853371f0592fdab84e109a368b62a3d09dc78
stock_warn_seam__Og	stock_warn_seam	Og	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	68	62	6	no	no	7d64423a59cfb7d2ec730b5d30d35e6ed55a30018790ff283215b7191adf4d1f	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	4936a419f04f850ce55b8451882f80778f3bd184eb951f1525f2e7eebdf84755	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	52630300	10852785	b24c2b0f473bca3d53ccab52bf842ea362fe94a099e42f8d74cb809e0e0f23f4	e5f7fe70fd29dceb2fa0326c77b853371f0592fdab84e109a368b62a3d09dc78
stock_warn_seam__Og_nosibling	stock_warn_seam	Og_nosibling	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	184	226	-42	no	no	831c3c63a5b05ca591dc07b8b64608c013f4c2af59c398a0e2e28639cf95126f	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	38e5c42992295270ba12f0c5b88b483d010f4f4044d7f74d9e915c09ed642826	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	53724682	11066227	b24c2b0f473bca3d53ccab52bf842ea362fe94a099e42f8d74cb809e0e0f23f4	e5f7fe70fd29dceb2fa0326c77b853371f0592fdab84e109a368b62a3d09dc78
stock_warn_seam__Og_nosibling	stock_warn_seam	Og_nosibling	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	116	142	-26	no	no	f791e119c069d1b1d71f02fca2b7e32ec70729a1cc2fc6e83189f9b227e60f74	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	bef9eb6b3bc4ba6b02275871a5e97ecd4ca4267485006f85c1f829bab735f0df	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	53724682	11066227	b24c2b0f473bca3d53ccab52bf842ea362fe94a099e42f8d74cb809e0e0f23f4	e5f7fe70fd29dceb2fa0326c77b853371f0592fdab84e109a368b62a3d09dc78
stock_warn_seam__Og_nosibling	stock_warn_seam	Og_nosibling	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	68	62	6	no	no	7d64423a59cfb7d2ec730b5d30d35e6ed55a30018790ff283215b7191adf4d1f	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	4936a419f04f850ce55b8451882f80778f3bd184eb951f1525f2e7eebdf84755	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	53724682	11066227	b24c2b0f473bca3d53ccab52bf842ea362fe94a099e42f8d74cb809e0e0f23f4	e5f7fe70fd29dceb2fa0326c77b853371f0592fdab84e109a368b62a3d09dc78
stock_warn_seam__O2	stock_warn_seam	O2	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	196	226	-30	no	no	b955707e4640acaffe4d38e07f4326e1f9b9f0820b05417490a7dfb3255c545d	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	b1bfeb9c70520aaadebf9a4eb06b024a52f12c6d914326ddb1aaddc0c9d23cac	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	78014812	11132803	a37d0433f97e5f71a7da25862665f4c5c69c5c39dfed07f65bce031c963d38aa	1f24f2c0871eb84f7ff5e352d57533b4e922f6fcc33399bacae65d1de6b9ccc2
stock_warn_seam__O2	stock_warn_seam	O2	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	132	142	-10	no	no	6f7510bbfb0a997eb0178732f55580c68810f4ad3dc09aa4cf4de93a856fba5f	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	946ac2dd7d1eed89ba1cdd886a0988fad892384aa29fa15376f67315e3c19598	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	78014812	11132803	a37d0433f97e5f71a7da25862665f4c5c69c5c39dfed07f65bce031c963d38aa	1f24f2c0871eb84f7ff5e352d57533b4e922f6fcc33399bacae65d1de6b9ccc2
stock_warn_seam__O2	stock_warn_seam	O2	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	76	62	14	no	no	27d7aad0a6744df536ed2268375d59bff5fc754faeeb9eea2c890fc99d8741c2	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	db007e259af7ac4e343cc575eab7746a53069241413a3ad22aedb591c65d0338	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	78014812	11132803	a37d0433f97e5f71a7da25862665f4c5c69c5c39dfed07f65bce031c963d38aa	1f24f2c0871eb84f7ff5e352d57533b4e922f6fcc33399bacae65d1de6b9ccc2
stock_warn_seam__O2_noinline	stock_warn_seam	O2_noinline	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	196	226	-30	no	no	b955707e4640acaffe4d38e07f4326e1f9b9f0820b05417490a7dfb3255c545d	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	b1bfeb9c70520aaadebf9a4eb06b024a52f12c6d914326ddb1aaddc0c9d23cac	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	75292413	10088305	a37d0433f97e5f71a7da25862665f4c5c69c5c39dfed07f65bce031c963d38aa	1f24f2c0871eb84f7ff5e352d57533b4e922f6fcc33399bacae65d1de6b9ccc2
stock_warn_seam__O2_noinline	stock_warn_seam	O2_noinline	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	132	142	-10	no	no	6f7510bbfb0a997eb0178732f55580c68810f4ad3dc09aa4cf4de93a856fba5f	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	946ac2dd7d1eed89ba1cdd886a0988fad892384aa29fa15376f67315e3c19598	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	75292413	10088305	a37d0433f97e5f71a7da25862665f4c5c69c5c39dfed07f65bce031c963d38aa	1f24f2c0871eb84f7ff5e352d57533b4e922f6fcc33399bacae65d1de6b9ccc2
stock_warn_seam__O2_noinline	stock_warn_seam	O2_noinline	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	76	62	14	no	no	27d7aad0a6744df536ed2268375d59bff5fc754faeeb9eea2c890fc99d8741c2	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	db007e259af7ac4e343cc575eab7746a53069241413a3ad22aedb591c65d0338	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	75292413	10088305	a37d0433f97e5f71a7da25862665f4c5c69c5c39dfed07f65bce031c963d38aa	1f24f2c0871eb84f7ff5e352d57533b4e922f6fcc33399bacae65d1de6b9ccc2
stock_warn_seam__O3	stock_warn_seam	O3	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	216	226	-10	no	no	c881081180b89ecbefcc279f5789f918d83a04028785335612cb1ad0c06d93ad	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	b69b2a9329635e3fc73da0db13ac0b02e0c7612516ce550a5271a24fd53cd595	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	82080491	10291488	ecc3e8d676695c052c34ead246ec549fde6e4101ddfc22b293a11416100512c2	e7b1b911ef080e97124e66164681ff2bbcc4809bb02d1f843d076991bb1976a2
stock_warn_seam__O3	stock_warn_seam	O3	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	132	142	-10	no	no	6f7510bbfb0a997eb0178732f55580c68810f4ad3dc09aa4cf4de93a856fba5f	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	946ac2dd7d1eed89ba1cdd886a0988fad892384aa29fa15376f67315e3c19598	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	82080491	10291488	ecc3e8d676695c052c34ead246ec549fde6e4101ddfc22b293a11416100512c2	e7b1b911ef080e97124e66164681ff2bbcc4809bb02d1f843d076991bb1976a2
stock_warn_seam__O3	stock_warn_seam	O3	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	76	62	14	no	no	27d7aad0a6744df536ed2268375d59bff5fc754faeeb9eea2c890fc99d8741c2	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	db007e259af7ac4e343cc575eab7746a53069241413a3ad22aedb591c65d0338	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	82080491	10291488	ecc3e8d676695c052c34ead246ec549fde6e4101ddfc22b293a11416100512c2	e7b1b911ef080e97124e66164681ff2bbcc4809bb02d1f843d076991bb1976a2
stock_warn_seam__O3_noinline	stock_warn_seam	O3_noinline	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	216	226	-10	no	no	c881081180b89ecbefcc279f5789f918d83a04028785335612cb1ad0c06d93ad	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	b69b2a9329635e3fc73da0db13ac0b02e0c7612516ce550a5271a24fd53cd595	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	83671137	11263800	ecc3e8d676695c052c34ead246ec549fde6e4101ddfc22b293a11416100512c2	e7b1b911ef080e97124e66164681ff2bbcc4809bb02d1f843d076991bb1976a2
stock_warn_seam__O3_noinline	stock_warn_seam	O3_noinline	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	132	142	-10	no	no	6f7510bbfb0a997eb0178732f55580c68810f4ad3dc09aa4cf4de93a856fba5f	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	946ac2dd7d1eed89ba1cdd886a0988fad892384aa29fa15376f67315e3c19598	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	83671137	11263800	ecc3e8d676695c052c34ead246ec549fde6e4101ddfc22b293a11416100512c2	e7b1b911ef080e97124e66164681ff2bbcc4809bb02d1f843d076991bb1976a2
stock_warn_seam__O3_noinline	stock_warn_seam	O3_noinline	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	76	62	14	no	no	27d7aad0a6744df536ed2268375d59bff5fc754faeeb9eea2c890fc99d8741c2	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	db007e259af7ac4e343cc575eab7746a53069241413a3ad22aedb591c65d0338	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	83671137	11263800	ecc3e8d676695c052c34ead246ec549fde6e4101ddfc22b293a11416100512c2	e7b1b911ef080e97124e66164681ff2bbcc4809bb02d1f843d076991bb1976a2
stock_warn_seam__Os	stock_warn_seam	Os	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	164	226	-62	no	no	3e4665d872225688634209ec8c7c841f5fd327573374ca972ec41a03c86506c8	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	7b83fc292ebba92a4113013dba3e7b483a32784c5d23e7bd5f4c91f2cb89c86f	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	74123991	10403068	eae4ae695e14f965abb98eb89cd0bd58e7390954a43026a67e2212e0439f688c	1b63fcf9fa059c79eb4a10edc0a9e4a4abdfec741df12acfb04a9f3b0069a917
stock_warn_seam__Os	stock_warn_seam	Os	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	112	142	-30	no	no	cd7c321d683ae323a80252d87f218ff34b797c26d4f572e46b7ae1383529264d	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	f257bc126d81846c65d99787a66a6ffc833dc1e36eff99decccd3cb4595705b7	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	74123991	10403068	eae4ae695e14f965abb98eb89cd0bd58e7390954a43026a67e2212e0439f688c	1b63fcf9fa059c79eb4a10edc0a9e4a4abdfec741df12acfb04a9f3b0069a917
stock_warn_seam__Os	stock_warn_seam	Os	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	68	62	6	no	no	6625af60779d8e787595b40972e0b6b2151958d0190230dc8a5539579d01fc47	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	c403a20df78f86a5dab3b52e9b674bfc701a7b92c93d1f44df0784d186970663	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	74123991	10403068	eae4ae695e14f965abb98eb89cd0bd58e7390954a43026a67e2212e0439f688c	1b63fcf9fa059c79eb4a10edc0a9e4a4abdfec741df12acfb04a9f3b0069a917
stock_warn_seam__Os_noinline	stock_warn_seam	Os_noinline	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	164	226	-62	no	no	3e4665d872225688634209ec8c7c841f5fd327573374ca972ec41a03c86506c8	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	7b83fc292ebba92a4113013dba3e7b483a32784c5d23e7bd5f4c91f2cb89c86f	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	75774851	10977551	eae4ae695e14f965abb98eb89cd0bd58e7390954a43026a67e2212e0439f688c	1b63fcf9fa059c79eb4a10edc0a9e4a4abdfec741df12acfb04a9f3b0069a917
stock_warn_seam__Os_noinline	stock_warn_seam	Os_noinline	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	112	142	-30	no	no	cd7c321d683ae323a80252d87f218ff34b797c26d4f572e46b7ae1383529264d	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	f257bc126d81846c65d99787a66a6ffc833dc1e36eff99decccd3cb4595705b7	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	75774851	10977551	eae4ae695e14f965abb98eb89cd0bd58e7390954a43026a67e2212e0439f688c	1b63fcf9fa059c79eb4a10edc0a9e4a4abdfec741df12acfb04a9f3b0069a917
stock_warn_seam__Os_noinline	stock_warn_seam	Os_noinline	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	68	62	6	no	no	6625af60779d8e787595b40972e0b6b2151958d0190230dc8a5539579d01fc47	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	c403a20df78f86a5dab3b52e9b674bfc701a7b92c93d1f44df0784d186970663	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	75774851	10977551	eae4ae695e14f965abb98eb89cd0bd58e7390954a43026a67e2212e0439f688c	1b63fcf9fa059c79eb4a10edc0a9e4a4abdfec741df12acfb04a9f3b0069a917
stock_warn_seam__Os_nosibling	stock_warn_seam	Os_nosibling	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	164	226	-62	no	no	3e4665d872225688634209ec8c7c841f5fd327573374ca972ec41a03c86506c8	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	7b83fc292ebba92a4113013dba3e7b483a32784c5d23e7bd5f4c91f2cb89c86f	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	73604392	11048134	f887411c47dfded8d4ebe81d384c97ce6b766c14a429ef5b248e94f8bd062e40	d8256819a52146da07344a3055e48630d6725f64e2c4fdb99eae3367abf79a0f
stock_warn_seam__Os_nosibling	stock_warn_seam	Os_nosibling	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	112	142	-30	no	no	cd7c321d683ae323a80252d87f218ff34b797c26d4f572e46b7ae1383529264d	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	f257bc126d81846c65d99787a66a6ffc833dc1e36eff99decccd3cb4595705b7	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	73604392	11048134	f887411c47dfded8d4ebe81d384c97ce6b766c14a429ef5b248e94f8bd062e40	d8256819a52146da07344a3055e48630d6725f64e2c4fdb99eae3367abf79a0f
stock_warn_seam__Os_nosibling	stock_warn_seam	Os_nosibling	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	64	62	2	no	no	e4929eeb18564d2427d1effeb7a0eca99056999aee1a21fc7b6429051082100b	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	8dc5c6c52784c65d4773ae67dc4eb338fb2a76a6f4cc742ddc160c0ebe8f907e	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	73604392	11048134	f887411c47dfded8d4ebe81d384c97ce6b766c14a429ef5b248e94f8bd062e40	d8256819a52146da07344a3055e48630d6725f64e2c4fdb99eae3367abf79a0f
stock_warn_seam__Oz	stock_warn_seam	Oz	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	164	226	-62	no	no	3e4665d872225688634209ec8c7c841f5fd327573374ca972ec41a03c86506c8	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	7b83fc292ebba92a4113013dba3e7b483a32784c5d23e7bd5f4c91f2cb89c86f	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	71278080	10160010	eae4ae695e14f965abb98eb89cd0bd58e7390954a43026a67e2212e0439f688c	1b63fcf9fa059c79eb4a10edc0a9e4a4abdfec741df12acfb04a9f3b0069a917
stock_warn_seam__Oz	stock_warn_seam	Oz	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	112	142	-30	no	no	cd7c321d683ae323a80252d87f218ff34b797c26d4f572e46b7ae1383529264d	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	f257bc126d81846c65d99787a66a6ffc833dc1e36eff99decccd3cb4595705b7	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	71278080	10160010	eae4ae695e14f965abb98eb89cd0bd58e7390954a43026a67e2212e0439f688c	1b63fcf9fa059c79eb4a10edc0a9e4a4abdfec741df12acfb04a9f3b0069a917
stock_warn_seam__Oz	stock_warn_seam	Oz	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	68	62	6	no	no	6625af60779d8e787595b40972e0b6b2151958d0190230dc8a5539579d01fc47	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	c403a20df78f86a5dab3b52e9b674bfc701a7b92c93d1f44df0784d186970663	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	71278080	10160010	eae4ae695e14f965abb98eb89cd0bd58e7390954a43026a67e2212e0439f688c	1b63fcf9fa059c79eb4a10edc0a9e4a4abdfec741df12acfb04a9f3b0069a917
stock_warn_seam__Oz_nosibling	stock_warn_seam	Oz_nosibling	WsfBufInit	0x00530364	0x00530446	WsfBufInit	source-order semantics, globals/literals, sole BL caller 0x004B7F7C	164	226	-62	no	no	3e4665d872225688634209ec8c7c841f5fd327573374ca972ec41a03c86506c8	a12554f557b86906d3442ef2ba4a69d33c433d5e226d5976c1b1767140fc5605	7b83fc292ebba92a4113013dba3e7b483a32784c5d23e7bd5f4c91f2cb89c86f	edbff8a0b6e13119e93c7408f42a6d7d186713ec06a3159e678d4b895242be61	70376101	11044056	f887411c47dfded8d4ebe81d384c97ce6b766c14a429ef5b248e94f8bd062e40	d8256819a52146da07344a3055e48630d6725f64e2c4fdb99eae3367abf79a0f
stock_warn_seam__Oz_nosibling	stock_warn_seam	Oz_nosibling	WsfBufAlloc	0x00530446	0x005304D4	WsfBufAlloc	retained source-path/line-321 anchor and 24 direct BL callers	112	142	-30	no	no	cd7c321d683ae323a80252d87f218ff34b797c26d4f572e46b7ae1383529264d	307ff7ddc2830031087eff4c703949a9974deb2e81efe9cd4334b06c35d57d48	f257bc126d81846c65d99787a66a6ffc833dc1e36eff99decccd3cb4595705b7	117076ee53726b6554d0d05c41665a351615d0e744793fa05437f5a45ccb6151	70376101	11044056	f887411c47dfded8d4ebe81d384c97ce6b766c14a429ef5b248e94f8bd062e40	d8256819a52146da07344a3055e48630d6725f64e2c4fdb99eae3367abf79a0f
stock_warn_seam__Oz_nosibling	stock_warn_seam	Oz_nosibling	WsfBufFree	0x005304D4	0x00530512	WsfBufFree	free-magic/config discriminator and 28 direct BL callers	64	62	2	no	no	e4929eeb18564d2427d1effeb7a0eca99056999aee1a21fc7b6429051082100b	6148f827458d86f257dc4ac8eab53f4eeb9372912249d1181fc835861b5a058f	8dc5c6c52784c65d4773ae67dc4eb338fb2a76a6f4cc742ddc160c0ebe8f907e	7684f052fad8dc6df2e27944a16ace31d5248164b6492f84b0e99737e7a74764	70376101	11044056	f887411c47dfded8d4ebe81d384c97ce6b766c14a429ef5b248e94f8bd062e40	d8256819a52146da07344a3055e48630d6725f64e2c4fdb99eae3367abf79a0f
