# Ghidra range gap already included in the owning official envelope
start	end_exclusive	size	bytes_hex	sha256	envelope_owner	data_address	kind	consumers	wave10_additional_bytes
0x0051B4EC	0x0051B4F0	4	00003443	21b9ff9cf99927e92d16d0fcc3190c14680a24c02dad89f9777d5107fdeb5db1	0x0051B140	0x0051B4EC	angle-step-float-180	0x0051B140	0
