# Ghidra range gap inside the official root envelope
start	end_exclusive	size	bytes_hex	sha256	envelope_owner	data_address	kind	consumers	wave15_additional_bytes
0x0051BD1C	0x0051BD20	4	00003443	21b9ff9cf99927e92d16d0fcc3190c14680a24c02dad89f9777d5107fdeb5db1	0x0051B8F0	0x0051BD1C	angle-step-float-180	0x0051B8F0	0
