entry,name,body_min,body_max,body_bytes,body_sha256,body_ranges,thunk,external,calling_functions,called_functions
0x000fb428,"nrf_crypto_internal_double_swap_endian",0x000fb428,0x000fb441,26,d603a94358a5b30dbdea4bb821f264668fa60325fdec413fda6612c631b1b0a3,"000fb428-000fb441",false,false,"crypto_init@000fa6b8","nrf_crypto_internal_swap_endian@000fb4a0"
0x000fb442,"nrf_crypto_internal_double_swap_endian_in_place",0x000fb442,0x000fb457,22,3347c7e1433c0c9dde8cff63fe951d5d4c18541a624d113248b5b8b459fa4c50,"000fb442-000fb457",false,false,"nrf_dfu_validation_signature_check@000fbdb0","nrf_crypto_internal_swap_endian_in_place@000fb4b6"
0x000fb458,"nrf_crypto_internal_ecc_key_input_check",0x000fb458,0x000fb46f,24,693c58b79f9916a99d9ffe31104ef6eee495d96fd93b2a8248774d8341e47555,"000fb458-000fb46f",false,false,"nrf_crypto_ecdsa_verify@000fb2cc",""
0x000fb470,"nrf_crypto_internal_ecc_key_output_prepare",0x000fb470,0x000fb489,26,bb3dc3b949cf386b900eca616db66c949eecae0ef651b66fb32551c43b2f2c6c,"000fb470-000fb489",false,false,"nrf_crypto_ecc_public_key_from_raw@000fb298",""
0x000fb48a,"nrf_crypto_internal_ecc_raw_input_check",0x000fb48a,0x000fb49f,22,d66b84f0955af52d7cbeb381a58c5b15c82aa0865e60e36085b7ce3e674d0b62,"000fb48a-000fb49f",false,false,"nrf_crypto_ecc_public_key_from_raw@000fb298;nrf_crypto_ecdsa_verify@000fb2cc",""
0x000fb4a0,"nrf_crypto_internal_swap_endian",0x000fb4a0,0x000fb4b5,20,bac2cd00625bfc47c0f4ef772413509406d3c5ae6201300d9ebb221d1c4f4f31,"000fb4a0-000fb4a5;000fb4a8-000fb4b5",false,false,"nrf_crypto_internal_double_swap_endian@000fb428;nrf_dfu_validation_boot_validate@000fbb76",""
0x000fb4b6,"nrf_crypto_internal_swap_endian_in_place",0x000fb4b6,0x000fb4cd,24,2316949e8fa3364d2a07dc975ada84a86ab52b81105c9e4314cf179a4b255241,"000fb4b6-000fb4cd",false,false,"nrf_crypto_internal_double_swap_endian_in_place@000fb442",""
0x000fb4d0,"nrf_dfu_bank0_start_addr",0x000fb4d0,0x000fb4f1,34,b61b3f7421f251a02a73701164ee7727b49dee2543ce0a81b59334a0f9957460,"000fb4d0-000fb4f1",false,false,"nrf_bootloader_app_activate@000f9d78;nrf_bootloader_app_is_valid@000fa870;nrf_bootloader_app_start_final@000faf56;nrf_dfu_bank1_start_addr@000fb4f8;nrf_dfu_cache_prepare@000fb52c",""
0x000fb4f8,"nrf_dfu_bank1_start_addr",0x000fb4f8,0x000fb513,28,6300f3e5776df3b331ad9264de9f9c6180bd24f6e7bdeb1bac914966e07b5fa5,"000fb4f8-000fb513",false,false,"nrf_bootloader_bl_activate@000f9f50;nrf_dfu_cache_prepare@000fb52c;nrf_dfu_validation_init_cmd_execute@000fbcc8","nrf_dfu_bank0_start_addr@000fb4d0"
0x000fb518,"nrf_dfu_bank_invalidate",0x000fb518,0x000fb525,14,2ae2399d012407447b64fae017ff3b224f6dc8cd2e1bc6351c07a238c376abb6,"000fb518-000fb525",false,false,"nrf_bootloader_fw_activate@000fb044;nrf_dfu_cache_prepare@000fb52c;nrf_dfu_validation_postvalidate_impl@000fcf20;postvalidate@000fcff0",""
0x000fb52c,"nrf_dfu_cache_prepare",0x000fb52c,0x000fb5b7,140,c5d75ac9dadb26f5237ba6e4f92a1382f6e8a40d9f043d30ffbfb42023f134fe,"000fb52c-000fb5b7",false,false,"nrf_dfu_validation_init_cmd_execute@000fbcc8","nrf_dfu_bank0_start_addr@000fb4d0;nrf_dfu_bank1_start_addr@000fb4f8;nrf_dfu_bank_invalidate@000fb518"
0x000fb5c4,"nrf_dfu_command_req",0x000fb5c4,0x000fb651,132,1d668c7a2fb6c053ac4680a27d6af9b8bbd42a36a49b35415a11bb53206bb0d1,"000fb5c4-000fb5d1;000fb5dc-000fb651",false,false,"nrf_dfu_req_handler_req_process@000fb7d8","cmd_response_offset_and_crc_set@000fa64c;ext_err_code_handle@000faaba;nrf_dfu_settings_write_and_backup@000fbae0;nrf_dfu_validation_init_cmd_append@000fbc4c;nrf_dfu_validation_init_cmd_create@000fbc94;nrf_dfu_validation_init_cmd_execute@000fbcc8"
0x000fb658,"nrf_dfu_data_req",0x000fb658,0x000fb6c3,98,9793d75d880237a13f8f53b7c22ed9d26d7fdcce96b6e774170269e80f383607,"000fb658-000fb669;000fb674-000fb6c3",false,false,"nrf_dfu_req_handler_req_process@000fb7d8","nrf_dfu_data_object_create@000fc4dc;on_data_obj_execute_request_sched@000fc550;nrf_dfu_data_object_write@000fc5c8"
0x000fb6cc,"nrf_dfu_flash_erase",0x000fb6cc,0x000fb6d7,12,694411ba6476eadc7bf482bf87573401ee1b8a2b40ee832ec4ac87bfd496d621,"000fb6cc-000fb6d7",false,false,"image_copy@000fac3c;nrf_dfu_data_object_create@000fc4dc;settings_write@000fd41a","nrf_fstorage_erase@000fbed4"
0x000fb6dc,"nrf_dfu_flash_init",0x000fb6dc,0x000fb6eb,16,4756adb6b37715b6064617979a5a7ac337b7ee946479abc90274262981449092,"000fb6dc-000fb6eb",false,false,"nrf_dfu_init@000fb710;nrf_dfu_settings_init@000fb994","nrf_fstorage_init@000fbf00"
0x000fb6f8,"nrf_dfu_flash_store",0x000fb6f8,0x000fb709,18,3b0c182477f644dc454d147592056cb887d8caf61e5e4155d852e69ffca8c477,"000fb6f8-000fb709",false,false,"image_copy@000fac3c;nrf_dfu_data_object_write@000fc5c8;settings_write@000fd41a","nrf_fstorage_write@000fc030"
0x000fb710,"nrf_dfu_init",0x000fb710,0x000fb7b9,96,8a53bdcdd893820ceaa3182ee30ad7cef27c8a71994520c21b44036f9cdd6485,"000fb710-000fb731;000fb77c-000fb7b9",false,false,"nrf_bootloader_init@000fb0b8","nrf_dfu_observer@000fa950;ext_error_set@000faad8;nrf_dfu_flash_init@000fb6dc;nrf_dfu_transports_init@000fbb3c;nrf_dfu_validation_init@000fbc28;nrf_dfu_validation_init_cmd_execute@000fbcc8;nrf_dfu_validation_init_cmd_present@000fbd5c"
0x000fb73c,"nrf_dfu_init_user",0x000fb73c,0x000fb73f,4,a7ddd513d149ea16fdd4db3f82267f83087aeaddd06b5dde5468adb704205fc4,"000fb73c-000fb73f",false,false,"nrf_bootloader_init@000fb0b8",""
0x000fb740,"nrf_dfu_mbr_copy_bl",0x000fb740,0x000fb755,22,6065bee14302a89fff5c591516f6c76a71da6af7ebc90bc8a5ad24b33665d2e7,"000fb740-000fb755",false,false,"nrf_bootloader_bl_activate@000f9f50",""
0x000fb758,"nrf_dfu_mbr_init_sd",0x000fb758,0x000fb769,18,d97f2ea709cb9ed3dbffaf1b083cedf19a2b542b0c03376da7e0370c41ef3b5b,"000fb758-000fb769",false,false,"ble_dfu_transport_init@000fa178",""
0x000fb770,"nrf_dfu_mbr_irq_forward_address_set",0x000fb770,0x000fb77b,12,cd2e567956c976abe998b2b72ed7bcc1bd145a34e9e64bf3ef59b992d86a0808,"000fb770-000fb77b",false,false,"nrf_bootloader_app_start_final@000faf56",""
0x000fb7c0,"nrf_dfu_req_handler_on_req",0x000fb7c0,0x000fb7cf,16,b6eb11342ac12122666dc408b51a6c0b3b205ae93f9a69e0a226f4c7b883cefd,"000fb7c0-000fb7cf",false,false,"ble_evt_handler@000fa210;on_ctrl_pt_write@000fc468","app_sched_event_put@000f9dc8"
0x000fb7d8,"nrf_dfu_req_handler_req_process",0x000fb7d8,0x000fb85f,122,96f0d637dabdf9ab01bdd48585964a7ccb06c98fc980bae8caa9f8a86c717a38,"000fb7d8-000fb7f9;000fb808-000fb85f",false,false,"","memmove@000f841a;nrf_dfu_command_req@000fb5c4;nrf_dfu_data_req@000fb658"
0x000fb868,"nrf_dfu_set_adv_name_handler",0x000fb868,0x000fb87d,22,5aed334b2e6625552e470e559f8430b265f85ddb52d6f771202857c8890cf516,"000fb868-000fb87d",false,false,"nrf_svc_handler_c@000fc3e4",""
0x000fb8e4,"nrf_dfu_settings_additional_erase",0x000fb8e4,0x000fb911,46,5c98715c76cc8849db2a3cf901be0a1163c1e0f3fc33a5b4d352cf23f4e31680,"000fb8e4-000fb911",false,false,"nrf_bootloader_init@000fb0b8","nrf_nvmc_page_erase@000fc070;nrf_nvmc_write_words@000fc0d0"
0x000fb918,"nrf_dfu_settings_adv_name_copy",0x000fb918,0x000fb92b,20,402d9ba54d878e381f61626f58cceca89a9088952106305a2ef196000ca67b55,"000fb918-000fb92b",false,false,"ble_dfu_transport_init@000fa178","memmove@000f841a"
0x000fb930,"bootloader_adv_name_record_valid",0x000fb930,0x000fb94b,28,1b8fa46c3d04f521cb71e93503573981749c6ba870bc6c649a6ccc62b06a717e,"000fb930-000fb94b",false,false,"ble_dfu_transport_init@000fa178","crc32_compute@000fa65c"
0x000fb950,"nrf_dfu_settings_adv_name_write",0x000fb950,0x000fb981,50,207c8cf13f1cd90335f7151574eb54c8a49456ab79cb3e5408c7670e0e5e84a4,"000fb950-000fb981",false,false,"","crc32_compute@000fa65c"
0x000fb988,"nrf_dfu_settings_backup",0x000fb988,0x000fb98d,6,18f5eb6744bb9b72e0d56007e78b98cfc163d6cea4893ac3a8379f21a49b44fe,"000fb988-000fb98d",false,false,"bootloader_reset@000fa4a4;nrf_bootloader_init@000fb0b8","settings_backup@000fd3fc"
0x000fb994,"nrf_dfu_settings_init",0x000fb994,0x000fb9ad,26,6ff11efcaae60b4e3b527ac308c97fbdf491cb64e6da83f110f68b22acd38f91,"000fb994-000fb9ad",false,false,"nrf_bootloader_init@000fb0b8","nrf_dfu_flash_init@000fb6dc;nrf_dfu_settings_reinit@000fb9d8;nrf_dfu_settings_write_and_backup@000fbae0"
0x000fb9b0,"nrf_dfu_settings_progress_reset",0x000fb9b0,0x000fb9d1,34,0017b2d2805e04992c78baaa7f6091b71b8a74294b27cfb69b0fe68c9b5dd441,"000fb9b0-000fb9d1",false,false,"nrf_dfu_validation_init_cmd_create@000fbc94;nrf_dfu_validation_init_cmd_execute@000fbcc8;nrf_dfu_validation_postvalidate_impl@000fcf20","armcc_memset_core@000f845c;armcc_memclr@000f846a"
0x000fb9d8,"nrf_dfu_settings_reinit",0x000fb9d8,0x000fba95,190,e9da0c496a6ef8fd4eb49e08fbe1772a649d14bdf72438ea8ccbe1f3202a5a16,"000fb9d8-000fba95",false,false,"nrf_bootloader_dfu_observer@000fa908;nrf_dfu_settings_init@000fb994","memmove@000f841a;armcc_memclr@000f846a;boot_validation_crc@000fa400;crc_ok@000fa698"
0x000fbaac,"nrf_dfu_settings_write",0x000fbaac,0x000fbad5,42,16b6181cf9593fe599363c12de3ad6531232de77966a4d0314253fa03e62ab6b,"000fbaac-000fbad5",false,false,"nrf_dfu_settings_write_and_backup@000fbae0","boot_validation_crc@000fa400;settings_crc_get@000fd410;settings_write@000fd41a"
0x000fbae0,"nrf_dfu_settings_write_and_backup",0x000fbae0,0x000fbaf9,26,3492da7aff452330d60116c6c10e7e29b150ec734d29615cd7f6d3ea69582bb9,"000fbae0-000fbaf9",false,false,"image_copy@000fac3c;nrf_bootloader_fw_activate@000fb044;nrf_dfu_command_req@000fb5c4;nrf_dfu_settings_init@000fb994;on_data_obj_execute_request_sched@000fc550;nrf_bootloader_sd_activate@000fd2a0","nrf_dfu_settings_write@000fbaac;settings_backup@000fd3fc"
0x000fbb00,"nrf_dfu_softdevice_start_address",0x000fbb00,0x000fbb05,6,fce73b48c1bea4842c7e22803d0c63eaf4a58a8a8413927a3a2202d1e7b9c970,"000fbb00-000fbb05",false,false,"nrf_bootloader_sd_activate@000fd2a0",""
0x000fbb08,"nrf_dfu_transports_close",0x000fbb08,0x000fbb33,44,7b05c281d052424ee0fc22d9aaf7497bc666ad2d8eb55addd59e9855aab0fabd,"000fbb08-000fbb33",false,false,"nrf_dfu_observer@000fa950;on_ctrl_pt_write@000fc468","ble_dfu_transport_close@000fa118"
0x000fbb3c,"nrf_dfu_transports_init",0x000fbb3c,0x000fbb65,42,796fe2ff4e5e29ca76295a003e796467ec18009f5386ce0f6e0bca149e5444c1,"000fbb3c-000fbb65",false,false,"nrf_dfu_init@000fb710","ble_dfu_transport_init@000fa178"
0x000fbb70,"nrf_dfu_validation_postvalidate",0x000fbb70,0x000fbb75,6,8e84116b7b136d162a58c5c5b19dcdea0183f9b317e476135d1940e5993f9d27,"000fbb70-000fbb75",false,false,"on_data_obj_execute_request_sched@000fc550","nrf_dfu_validation_postvalidate_impl@000fcf20"
0x000fbb76,"nrf_dfu_validation_boot_validate",0x000fbb76,0x000fbc1d,168,3f673d9099a0801ac4140448783ead1110629b60e5298112f127fcf9da73feb3,"000fbb76-000fbc1d",false,false,"boot_validate@000fa3f0;boot_validation_extract@000fa40c","armcc_memclr@000f846a;memcmp@000f848e;crc32_compute@000fa65c;crypto_init@000fa6b8;nrf_crypto_hash_finalize@000fb320;nrf_crypto_internal_swap_endian@000fb4a0;nrf_dfu_validation_signature_check@000fbdb0"
0x000fbc28,"nrf_dfu_validation_init",0x000fbc28,0x000fbc41,26,0ee22e58d32651a0711b69f5d287019c8cbf867ccbcf2b5a10995f38f3379a93,"000fbc28-000fbc41",false,false,"nrf_dfu_init@000fb710","stored_init_cmd_decode@000fd504"
0x000fbc4c,"nrf_dfu_validation_init_cmd_append",0x000fbc4c,0x000fbc8d,66,4695a584d1f21d82160728543b0d2f14b37ed5779a28c24f55bfbd11bdfb7986,"000fbc4c-000fbc8d",false,false,"nrf_dfu_command_req@000fb5c4","memmove@000f841a;crc32_compute@000fa65c"
0x000fbc94,"nrf_dfu_validation_init_cmd_create",0x000fbc94,0x000fbcbd,42,a2c90d732b9e68f707f2abb5652c372a82e85bd320e80b78f4a253a4d3417ef0,"000fbc94-000fbcbd",false,false,"nrf_dfu_command_req@000fb5c4","nrf_dfu_settings_progress_reset@000fb9b0"
0x000fbcc8,"nrf_dfu_validation_init_cmd_execute",0x000fbcc8,0x000fbd51,138,5b0aecfac864453c1544186e36d4bb7b1f0527cdfd47f62caa8e62ff81feaf04,"000fbcc8-000fbd51",false,false,"nrf_dfu_command_req@000fb5c4;nrf_dfu_init@000fb710","nrf_dfu_bank1_start_addr@000fb4f8;nrf_dfu_cache_prepare@000fb52c;nrf_dfu_settings_progress_reset@000fb9b0;nrf_dfu_validation_prevalidate@000fbd68;stored_init_cmd_decode@000fd504;update_data_size_get@000fd714"
0x000fbd5c,"nrf_dfu_validation_init_cmd_present",0x000fbd5c,0x000fbd61,6,8f61f3207c802be9d89b3cfa1748adc458586b81abe646a9bf7b237057fa521b,"000fbd5c-000fbd61",false,false,"nrf_dfu_init@000fb710;nrf_dfu_data_object_create@000fc4dc;nrf_dfu_data_object_write@000fc5c8",""
0x000fbd68,"nrf_dfu_validation_prevalidate",0x000fbd68,0x000fbda5,62,0788b9d6b58105c11dfed4c7c2436cb22210a05dd3d7dcab3e55b93604b9f065,"000fbd68-000fbda5",false,false,"nrf_dfu_validation_init_cmd_execute@000fbcc8","nrf_dfu_validation_signature_check@000fbdb0;nrf_dfu_ver_validation_check@000fbe48"
0x000fbdb0,"nrf_dfu_validation_signature_check",0x000fbdb0,0x000fbe3f,144,053cc37a7357898efa7c75ec696b68a997638ce4aaacf4c84f2a7f32185dae06,"000fbdb0-000fbe3f",false,false,"nrf_dfu_validation_boot_validate@000fbb76;nrf_dfu_validation_prevalidate@000fbd68","memmove@000f841a;armcc_memclr@000f846a;crypto_init@000fa6b8;nrf_crypto_ecdsa_verify@000fb2cc;nrf_crypto_hash_finalize@000fb320;nrf_crypto_internal_double_swap_endian_in_place@000fb442"
0x000fbe48,"nrf_dfu_ver_validation_check",0x000fbe48,0x000fbecd,134,bb94d9673ccf2d6540d2d615536d6b0e0531e314feb9cb01632e91b36dde94a8,"000fbe48-000fbecd",false,false,"nrf_dfu_validation_prevalidate@000fbd68","sd_req_ok@000fd338"
0x000fbed4,"nrf_fstorage_erase",0x000fbed4,0x000fbeff,44,525b0a0f25cd9c2531905b9405d2485cb45137081c1b2337ad4763f4aa978aae,"000fbed4-000fbeff",false,false,"nrf_dfu_flash_erase@000fb6cc","addr_is_within_bounds@000f9c94"
0x000fbf00,"nrf_fstorage_init",0x000fbf00,0x000fbf07,8,1f9fe126994d1feb4b667541272ecb677ab06871204bc087f4bfae89d2d297c9,"000fbf00-000fbf07",false,false,"nrf_dfu_flash_init@000fb6dc",""
0x000fbf08,"nrf_fstorage_is_busy",0x000fbf08,0x000fbf4d,68,37b6d61e447b24c73c5074525caa8ca3b1c7989556171b23282d9b71d070adb0,"000fbf08-000fbf25;000fbf28-000fbf4d",false,false,"on_data_obj_execute_request_sched@000fc550",""
0x000fbf90,"nrf_fstorage_sys_evt_handler",0x000fbf90,0x000fc025,150,5ed0479726e1305cc5c00502716b4e30b8f6c543848d845545db1901d69b085f,"000fbf90-000fc025",false,false,"queue_process@000fd104","event_send@000faa66;nrf_sdh_request_continue@000fc33c;queue_free@000fd0f0;queue_process@000fd104"
0x000fc030,"nrf_fstorage_write",0x000fc030,0x000fc06d,62,bc7df19ba95edede1ad801a7a7021b63a4b5e84498433c50cc2d107edaccde42,"000fc030-000fc06d",false,false,"nrf_dfu_flash_store@000fb6f8","addr_is_aligned32@000f9c88;addr_is_within_bounds@000f9c94"
0x000fc070,"nrf_nvmc_page_erase",0x000fc070,0x000fc097,40,9b6d989371241a975e1810e5f28d0154fd2580bc491e54d08242d17d02e7aa99,"000fc070-000fc097",false,false,"nrf_fstorage_nvmc_erase@000fa99c;nrf_dfu_settings_additional_erase@000fb8e4",""
0x000fc0a0,"nrf_nvmc_write_word",0x000fc0a0,0x000fc0c5,38,0fb5e186e897d8517694e64a08aa482d58869ac2e9ae41b99839beea8fb80b75,"000fc0a0-000fc0c5",false,false,"nrf_bootloader_mbr_addrs_populate@000fb168",""
0x000fc0d0,"nrf_nvmc_write_words",0x000fc0d0,0x000fc109,56,015e7090042faa30998de8a9f1479591a3e524c51cc6bba327d7c6fbc5ee53f1,"000fc0d0-000fc0e5;000fc0e8-000fc109",false,false,"nrf_dfu_settings_additional_erase@000fb8e4;nrf_fstorage_nvmc_write@000fd7d4",""
0x000fc114,"nrf_rtc_event_clear",0x000fc114,0x000fc11f,12,5e1952a6b7b33b87b711a2742f043070d96e1cb4a2de8734e22f471f174ff60a,"000fc114-000fc11f",false,false,"RTC2_IRQHandler@000f9998;timer_activate@000fd5cc;timer_init@000fd62c",""
0x000fc120,"nrf_sdh_ble_app_ram_start_get",0x000fc120,0x000fc12f,16,3e367684bd2d253eb1b0f7730dced86ce48b4e26100cf522a2e4fa55760cb2ae,"000fc120-000fc12f",false,false,"ble_dfu_transport_init@000fa178;nrf_sdh_ble_default_cfg_set@000fc134",""
0x000fc134,"nrf_sdh_ble_default_cfg_set",0x000fc134,0x000fc1cf,156,a6b481bb0e72e0c09d134581204635a4ac92d36cdd3125feb2b1ae29ea1479b5,"000fc134-000fc1cf",false,false,"ble_dfu_transport_init@000fa178","nrf_sdh_ble_app_ram_start_get@000fc120"
0x000fc1d0,"nrf_sdh_ble_enable",0x000fc1d0,0x000fc1dd,14,364f4f5677e9f3c1c14952601dc3e68bf2ddd8b2aaa770c87c4f7fa08e784a0e,"000fc1d0-000fc1dd",false,false,"ble_dfu_transport_init@000fa178",""
0x000fc1e4,"nrf_sdh_soc_evts_poll",0x000fc1e4,0x000fc23b,88,1af6ca292ce48b2bd7a6eae6b69891dd5b6c709dca40ed59f3752ca754af5c3a,"000fc1e4-000fc23b",false,false,"","app_error_handler_bare@000f9dc4;nrf_section_iter_init@000fc394;nrf_section_iter_next@000fc3c2"
0x000fc244,"nrf_sdh_disable_request",0x000fc244,0x000fc293,80,b7f991fa26dac1ebbb986557020dc8a8824333914df370e305c6d8a50ca2763f,"000fc244-000fc293",false,false,"ble_dfu_transport_close@000fa118;nrf_sdh_request_continue@000fc33c","app_util_critical_region_enter@000f9ed4;app_util_critical_region_exit@000f9f1c;sdh_request_observer_notify@000fd3a0;sdh_state_observer_notify@000fd3d0;softdevice_evt_irq_disable@000fd46c"
0x000fc298,"nrf_sdh_enable_request",0x000fc298,0x000fc2fd,102,dd4ea3564657ed94dcb5449a0f7dd5b93f7cf620f20d8ebbc31d3c356011c198,"000fc298-000fc2fd",false,false,"ble_dfu_transport_init@000fa178;nrf_sdh_request_continue@000fc33c","app_util_critical_region_enter@000f9ed4;app_util_critical_region_exit@000f9f1c;sdh_request_observer_notify@000fd3a0;sdh_state_observer_notify@000fd3d0;softdevices_evt_irq_enable@000fd4ac"
0x000fc30c,"SWI2_EGU2_IRQHandler",0x000fc30c,0x000fc32b,32,ce32308f0aaf31774889a17174c177c52eeb7fd1278c22922cc711021a545431,"000fc30c-000fc32b",false,false,"","nrf_section_iter_init@000fc394;nrf_section_iter_next@000fc3c2"
0x000fc330,"nrf_sdh_is_enabled",0x000fc330,0x000fc335,6,8f61f3207c802be9d89b3cfa1748adc458586b81abe646a9bf7b237057fa521b,"000fc330-000fc335",false,false,"nrf_fstorage_sd_init@000face0",""
0x000fc33c,"nrf_sdh_request_continue",0x000fc33c,0x000fc351,22,3756516f507f5162c45f7a97e06258abf0662352db85c91d1ad7e0b863974ab8,"000fc33c-000fc351",false,false,"nrf_fstorage_sys_evt_handler@000fbf90","nrf_sdh_disable_request@000fc244;nrf_sdh_enable_request@000fc298"
0x000fc394,"nrf_section_iter_init",0x000fc394,0x000fc3c1,46,b28cfe6d01b836fea2101e5209ff8b1567cfa060f3efafe415d9388f4d9f3a71,"000fc394-000fc3c1",false,false,"nrf_sdh_soc_evts_poll@000fc1e4;SWI2_EGU2_IRQHandler@000fc30c;sdh_request_observer_notify@000fd3a0;sdh_state_observer_notify@000fd3d0",""
0x000fc3c2,"nrf_section_iter_next",0x000fc3c2,0x000fc3e1,32,de3a325b86886c2294012fa0794a75a61517bda64c30dbe4df8fe17fded19375,"000fc3c2-000fc3e1",false,false,"nrf_sdh_soc_evts_poll@000fc1e4;SWI2_EGU2_IRQHandler@000fc30c;sdh_request_observer_notify@000fd3a0;sdh_state_observer_notify@000fd3d0",""
0x000fc3e4,"nrf_svc_handler_c",0x000fc3e4,0x000fc437,84,a736206f5ee071741044e74999c880c67a1c1d35e166c9204b14b68fd8abc101,"000fc3e4-000fc437",false,false,"SVC_Handler@000f83c4","nrf_dfu_set_adv_name_handler@000fb868"
0x000fc440,"nrf_wdt_started",0x000fc440,0x000fc44b,12,9409ea849640d70f4fa8db6c4696be986ee7995994fbe949d53d000e96c5e614,"000fc440-000fc44b",false,false,"nrf_bootloader_wdt_feed@000fb198;nrf_bootloader_wdt_init@000fb1c0;wdt_feed@000fd78c",""
0x000fc450,"nvmc_wait",0x000fc450,0x000fc45d,14,f22f49539484bb5d46cfd079ac9a0b82d693b64b552315b8ab771d57144b3fa1,"000fc450-000fc45d",false,false,"SystemInit@000f9a10",""
0x000fc468,"on_ctrl_pt_write",0x000fc468,0x000fc4cd,102,2ee0456eba7245e3a3eef2ec72073980f3a6808f00b2fa4f2eec10457a8c43a0,"000fc468-000fc4cd",false,false,"ble_evt_handler@000fa210","memmove@000f841a;nrf_dfu_req_handler_on_req@000fb7c0;nrf_dfu_transports_close@000fbb08"
0x000fc4dc,"nrf_dfu_data_object_create",0x000fc4dc,0x000fc547,108,497be9d6b84cc911d897b392183a516c98e57f419fc6123da0a7cf714ecaf809,"000fc4dc-000fc547",false,false,"nrf_dfu_data_req@000fb658","nrf_dfu_flash_erase@000fb6cc;nrf_dfu_validation_init_cmd_present@000fbd5c"
0x000fc550,"on_data_obj_execute_request_sched",0x000fc550,0x000fc5b3,100,f319ba11aa1366d95d3fcd4202289703498bcba107a8a2b020ab289ecc432bf5,"000fc550-000fc5b3",false,false,"nrf_dfu_data_req@000fb658","memmove@000f841a;app_sched_event_put@000f9dc8;ext_err_code_handle@000faaba;nrf_dfu_settings_write_and_backup@000fbae0;nrf_dfu_validation_postvalidate@000fbb70;nrf_fstorage_is_busy@000fbf08"
0x000fc5c8,"nrf_dfu_data_object_write",0x000fc5c8,0x000fc63d,118,54cf01c60e19a6fd34a0302a65444661ac7bd89cbac85a846039716ee0254cb1,"000fc5c8-000fc63d",false,false,"nrf_dfu_data_req@000fb658","crc32_compute@000fa65c;nrf_dfu_flash_store@000fb6f8;nrf_dfu_validation_init_cmd_present@000fbd5c"
0x000fc654,"app_error_fault_handler",0x000fc654,0x000fc679,38,52ef80ce5d98f9d709768c97c4ef59b5d2e21ef077209556a51ff9b0c3863c47,"000fc654-000fc679",false,false,"app_error_handler_bare@000f9dc4;main@000fadc8",""
0x000fc684,"on_flash_write",0x000fc684,0x000fc68b,8,b5a40093755512a2dfd9e0e1a849bb314d3a75e31c84009ebb52a3fc6eb1014e,"000fc684-000fc68b",false,false,"","nrf_balloc_free@000faef6"
0x000fc690,"on_rw_authorize_req",0x000fc690,0x000fc70f,128,94be536bf2c32818e1b75f9d710789165f7f282ff3cae46afc2d7beeeafc88a2,"000fc690-000fc70f",false,false,"ble_evt_handler@000fa210","ble_srv_is_notification_enabled@000fa3e8"
0x000fc718,"pb_dec_bytes",0x000fc718,0x000fc759,66,f9f58e1bdc6b89363210c58b89782f406c41d661e10c053708e19d0df224cd6e,"000fc718-000fc759",false,false,"","pb_decode_varint32@000fcbe0;pb_read@000fce4c"
0x000fc75a,"pb_dec_fixed32",0x000fc75a,0x000fc75f,6,fb5d99e87950b6d01583e88f6da8f888496603b364550d82cc61c7a64cc01aa1,"000fc75a-000fc75f",false,false,"","pb_decode_fixed32@000fc90a"
0x000fc760,"pb_dec_fixed64",0x000fc760,0x000fc765,6,0617c29c70c231a1892f42ada8d30e40166cdd7051687c261e8fbd1d36879c7b,"000fc760-000fc765",false,false,"","pb_decode_fixed64@000fc934"
0x000fc766,"pb_dec_string",0x000fc766,0x000fc7a3,62,71720366d9d25965459ff3b499bdbaca0bcc53880b962617c0ed0217bc5b897f,"000fc766-000fc7a3",false,false,"","pb_decode_varint32@000fcbe0;pb_read@000fce4c"
0x000fc7a4,"pb_dec_submessage",0x000fc7a4,0x000fc7e3,64,18bfe07f1db5e6a77c5cb3103348b3280d714dbd30ab09dfe80b47cadc3af9dd,"000fc7a4-000fc7e3",false,false,"","pb_decode@000fc8ec;pb_decode_noinit@000fc990;pb_make_string_substream@000fcdf0"
0x000fc7e4,"pb_dec_svarint",0x000fc7e4,0x000fc83b,88,df2e3c7d5b25e3acc75341e5cf63f274b8f147fbdb28a2bb791b31feaa3d24af,"000fc7e4-000fc83b",false,false,"","pb_decode_svarint@000fcb1a"
0x000fc83c,"pb_dec_uvarint",0x000fc83c,0x000fc893,88,5257066ff77de04287ce6ffbec228db78a5fed51267e7607d9800bfd2f714a00,"000fc83c-000fc893",false,false,"","pb_decode_varint@000fcb96"
0x000fc894,"pb_dec_varint",0x000fc894,0x000fc8eb,88,4a3f11736f8e32612ceadf4335301f3fb138ad14aacd4431654f5a132d81d7e5,"000fc894-000fc8eb",false,false,"","pb_decode_varint@000fcb96"
0x000fc8ec,"pb_decode",0x000fc8ec,0x000fc909,30,9c8b2187530aa73659a40e2714e810f0ea1073785412a1f1d95042755e2ec45e,"000fc8ec-000fc909",false,false,"pb_dec_submessage@000fc7a4;stored_init_cmd_decode@000fd504","pb_decode_noinit@000fc990;pb_message_set_to_defaults@000fce26"
0x000fc90a,"pb_decode_fixed32",0x000fc90a,0x000fc933,42,5a39fc9fd7270f42164a46fe51085b6a97cc8c07497c2c3fac4d8a49b67a0525,"000fc90a-000fc933",false,false,"pb_dec_fixed32@000fc75a","pb_read@000fce4c"
