caller_entry,caller_name,callsite,callee_entry,callee_name,reference_type
0x000fb1c0,"nrf_bootloader_wdt_init",0x000fb1e8,0x000fb1ac,"nrf_bootloader_wdt_feed_timer_start","UNCONDITIONAL_CALL"
0x000fb208,"nrf_crypto_backend_secp256r1_public_key_from_raw",0x000fb212,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fb208,"nrf_crypto_backend_secp256r1_public_key_from_raw",0x000fb220,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fb228,"nrf_crypto_backend_secp256r1_verify",0x000fb240,0x000faea8,"nrf_atomic_u32_fetch_store","UNCONDITIONAL_CALL"
0x000fb228,"nrf_crypto_backend_secp256r1_verify",0x000fb254,0x000fa534,"cc310_bl_backend_enable","UNCONDITIONAL_CALL"
0x000fb228,"nrf_crypto_backend_secp256r1_verify",0x000fb264,0x000f9648,"nrf_cc310_bl_ecdsa_verify_hash_secp256r1","UNCONDITIONAL_CALL"
0x000fb228,"nrf_crypto_backend_secp256r1_verify",0x000fb26a,0x000fa510,"cc310_bl_backend_disable","UNCONDITIONAL_CALL"
0x000fb298,"nrf_crypto_ecc_public_key_from_raw",0x000fb2a0,0x000fb470,"nrf_crypto_internal_ecc_key_output_prepare","UNCONDITIONAL_CALL"
0x000fb298,"nrf_crypto_ecc_public_key_from_raw",0x000fb2ae,0x000fb48a,"nrf_crypto_internal_ecc_raw_input_check","UNCONDITIONAL_CALL"
0x000fb298,"nrf_crypto_ecc_public_key_from_raw",0x000fb2ba,0x000fb208,"nrf_crypto_backend_secp256r1_public_key_from_raw","UNCONDITIONAL_CALL"
0x000fb2cc,"nrf_crypto_ecdsa_verify",0x000fb2e0,0x000fb458,"nrf_crypto_internal_ecc_key_input_check","UNCONDITIONAL_CALL"
0x000fb2cc,"nrf_crypto_ecdsa_verify",0x000fb2f2,0x000fb48a,"nrf_crypto_internal_ecc_raw_input_check","UNCONDITIONAL_CALL"
0x000fb2cc,"nrf_crypto_ecdsa_verify",0x000fb308,0x000fb228,"nrf_crypto_backend_secp256r1_verify","UNCONDITIONAL_CALL"
0x000fb320,"nrf_crypto_hash_finalize",0x000fb32e,0x000fb38c,"nrf_crypto_hash_init","UNCONDITIONAL_CALL"
0x000fb320,"nrf_crypto_hash_finalize",0x000fb33c,0x000fb3b8,"nrf_crypto_hash_update","UNCONDITIONAL_CALL"
0x000fb320,"nrf_crypto_hash_finalize",0x000fb35e,0x000fd76c,"verify_context","UNCONDITIONAL_CALL"
0x000fb3b8,"nrf_crypto_hash_update",0x000fb3c0,0x000fd76c,"verify_context","UNCONDITIONAL_CALL"
0x000fb3e8,"nrf_crypto_init",0x000fb404,0x000fa608,"cc310_bl_backend_init","COMPUTED_CALL"
0x000fb428,"nrf_crypto_internal_double_swap_endian",0x000fb430,0x000fb4a0,"nrf_crypto_internal_swap_endian","UNCONDITIONAL_CALL"
0x000fb428,"nrf_crypto_internal_double_swap_endian",0x000fb43e,0x000fb4a0,"nrf_crypto_internal_swap_endian","UNCONDITIONAL_CALL"
0x000fb442,"nrf_crypto_internal_double_swap_endian_in_place",0x000fb448,0x000fb4b6,"nrf_crypto_internal_swap_endian_in_place","UNCONDITIONAL_CALL"
0x000fb442,"nrf_crypto_internal_double_swap_endian_in_place",0x000fb454,0x000fb4b6,"nrf_crypto_internal_swap_endian_in_place","UNCONDITIONAL_CALL"
0x000fb4f8,"nrf_dfu_bank1_start_addr",0x000fb4fa,0x000fb4d0,"nrf_dfu_bank0_start_addr","UNCONDITIONAL_CALL"
0x000fb52c,"nrf_dfu_cache_prepare",0x000fb558,0x000fb4f8,"nrf_dfu_bank1_start_addr","UNCONDITIONAL_CALL"
0x000fb52c,"nrf_dfu_cache_prepare",0x000fb568,0x000fb4d0,"nrf_dfu_bank0_start_addr","UNCONDITIONAL_CALL"
0x000fb52c,"nrf_dfu_cache_prepare",0x000fb5b0,0x000fb518,"nrf_dfu_bank_invalidate","UNCONDITIONAL_CALL"
0x000fb5c4,"nrf_dfu_command_req",0x000fb5e8,0x000fbc94,"nrf_dfu_validation_init_cmd_create","UNCONDITIONAL_CALL"
0x000fb5c4,"nrf_dfu_command_req",0x000fb5ec,0x000faaba,"ext_err_code_handle","UNCONDITIONAL_CALL"
0x000fb5c4,"nrf_dfu_command_req",0x000fb5fe,0x000fbc4c,"nrf_dfu_validation_init_cmd_append","UNCONDITIONAL_CALL"
0x000fb5c4,"nrf_dfu_command_req",0x000fb602,0x000faaba,"ext_err_code_handle","UNCONDITIONAL_CALL"
0x000fb5c4,"nrf_dfu_command_req",0x000fb60a,0x000fa64c,"cmd_response_offset_and_crc_set","UNCONDITIONAL_CALL"
0x000fb5c4,"nrf_dfu_command_req",0x000fb624,0x000fbcc8,"nrf_dfu_validation_init_cmd_execute","UNCONDITIONAL_CALL"
0x000fb5c4,"nrf_dfu_command_req",0x000fb628,0x000faaba,"ext_err_code_handle","UNCONDITIONAL_CALL"
0x000fb5c4,"nrf_dfu_command_req",0x000fb634,0x000fbae0,"nrf_dfu_settings_write_and_backup","UNCONDITIONAL_CALL"
0x000fb5c4,"nrf_dfu_command_req",0x000fb64e,0x000fa64c,"cmd_response_offset_and_crc_set","UNCONDITIONAL_CALL"
0x000fb658,"nrf_dfu_data_req",0x000fb674,0x000fc4dc,"nrf_dfu_data_object_create","UNCONDITIONAL_CALL"
0x000fb658,"nrf_dfu_data_req",0x000fb67a,0x000fc5c8,"nrf_dfu_data_object_write","UNCONDITIONAL_CALL"
0x000fb658,"nrf_dfu_data_req",0x000fb6a6,0x000fc550,"on_data_obj_execute_request_sched","UNCONDITIONAL_CALL"
0x000fb6cc,"nrf_dfu_flash_erase",0x000fb6d4,0x000fbed4,"nrf_fstorage_erase","UNCONDITIONAL_CALL"
0x000fb6dc,"nrf_dfu_flash_init",0x000fb6e8,0x000fbf00,"nrf_fstorage_init","UNCONDITIONAL_CALL"
0x000fb6f8,"nrf_dfu_flash_store",0x000fb704,0x000fc030,"nrf_fstorage_write","UNCONDITIONAL_CALL"
0x000fb710,"nrf_dfu_init",0x000fb718,0x000fa950,"nrf_dfu_observer","UNCONDITIONAL_CALL"
0x000fb710,"nrf_dfu_init",0x000fb71e,0x000fbb3c,"nrf_dfu_transports_init","UNCONDITIONAL_CALL"
0x000fb710,"nrf_dfu_init",0x000fb784,0x000fb6dc,"nrf_dfu_flash_init","UNCONDITIONAL_CALL"
0x000fb710,"nrf_dfu_init",0x000fb78c,0x000fbc28,"nrf_dfu_validation_init","UNCONDITIONAL_CALL"
0x000fb710,"nrf_dfu_init",0x000fb790,0x000fbd5c,"nrf_dfu_validation_init_cmd_present","UNCONDITIONAL_CALL"
0x000fb710,"nrf_dfu_init",0x000fb79a,0x000fbcc8,"nrf_dfu_validation_init_cmd_execute","UNCONDITIONAL_CALL"
0x000fb710,"nrf_dfu_init",0x000fb7b2,0x000faad8,"ext_error_set","UNCONDITIONAL_CALL"
0x000fb7c0,"nrf_dfu_req_handler_on_req",0x000fb7c8,0x000f9dc8,"app_sched_event_put","UNCONDITIONAL_CALL"
0x000fb7d8,"nrf_dfu_req_handler_req_process",0x000fb7e4,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fb7d8,"nrf_dfu_req_handler_req_process",0x000fb832,0x000fb5c4,"nrf_dfu_command_req","UNCONDITIONAL_CALL"
0x000fb7d8,"nrf_dfu_req_handler_req_process",0x000fb838,0x000fb658,"nrf_dfu_data_req","UNCONDITIONAL_CALL"
0x000fb8e4,"nrf_dfu_settings_additional_erase",0x000fb900,0x000fc070,"nrf_nvmc_page_erase","UNCONDITIONAL_CALL"
0x000fb8e4,"nrf_dfu_settings_additional_erase",0x000fb90a,0x000fc0d0,"nrf_nvmc_write_words","UNCONDITIONAL_CALL"
0x000fb918,"nrf_dfu_settings_adv_name_copy",0x000fb920,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fb930,"bootloader_adv_name_record_valid",0x000fb93a,0x000fa65c,"crc32_compute","UNCONDITIONAL_CALL"
0x000fb950,"nrf_dfu_settings_adv_name_write",0x000fb972,0x000fa65c,"crc32_compute","UNCONDITIONAL_CALL"
0x000fb988,"nrf_dfu_settings_backup",0x000fb98a,0x000fd3fc,"settings_backup","UNCONDITIONAL_CALL"
0x000fb994,"nrf_dfu_settings_init",0x000fb996,0x000fb6dc,"nrf_dfu_flash_init","UNCONDITIONAL_CALL"
0x000fb994,"nrf_dfu_settings_init",0x000fb99c,0x000fb9d8,"nrf_dfu_settings_reinit","UNCONDITIONAL_CALL"
0x000fb994,"nrf_dfu_settings_init",0x000fb9a2,0x000fbae0,"nrf_dfu_settings_write_and_backup","UNCONDITIONAL_CALL"
0x000fb9b0,"nrf_dfu_settings_progress_reset",0x000fb9ba,0x000f845c,"armcc_memset_core","UNCONDITIONAL_CALL"
0x000fb9b0,"nrf_dfu_settings_progress_reset",0x000fb9c4,0x000f846a,"armcc_memclr","UNCONDITIONAL_CALL"
0x000fb9d8,"nrf_dfu_settings_reinit",0x000fb9de,0x000fa698,"crc_ok","UNCONDITIONAL_CALL"
0x000fb9d8,"nrf_dfu_settings_reinit",0x000fb9ea,0x000fa698,"crc_ok","UNCONDITIONAL_CALL"
0x000fb9d8,"nrf_dfu_settings_reinit",0x000fba00,0x000fa400,"boot_validation_crc","UNCONDITIONAL_CALL"
0x000fb9d8,"nrf_dfu_settings_reinit",0x000fba24,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fb9d8,"nrf_dfu_settings_reinit",0x000fba34,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fb9d8,"nrf_dfu_settings_reinit",0x000fba4e,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fb9d8,"nrf_dfu_settings_reinit",0x000fba60,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fb9d8,"nrf_dfu_settings_reinit",0x000fba6e,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fb9d8,"nrf_dfu_settings_reinit",0x000fba90,0x000f846a,"armcc_memclr","UNCONDITIONAL_CALL"
0x000fbaac,"nrf_dfu_settings_write",0x000fbab2,0x000fd410,"settings_crc_get","UNCONDITIONAL_CALL"
0x000fbaac,"nrf_dfu_settings_write",0x000fbabc,0x000fa400,"boot_validation_crc","UNCONDITIONAL_CALL"
0x000fbaac,"nrf_dfu_settings_write",0x000fbad2,0x000fd41a,"settings_write","UNCONDITIONAL_CALL"
0x000fbae0,"nrf_dfu_settings_write_and_backup",0x000fbae6,0x000fbaac,"nrf_dfu_settings_write","UNCONDITIONAL_CALL"
0x000fbae0,"nrf_dfu_settings_write_and_backup",0x000fbaf2,0x000fd3fc,"settings_backup","UNCONDITIONAL_CALL"
0x000fbb08,"nrf_dfu_transports_close",0x000fbb24,0x000fa118,"ble_dfu_transport_close","COMPUTED_CALL"
0x000fbb3c,"nrf_dfu_transports_init",0x000fbb56,0x000fa178,"ble_dfu_transport_init","COMPUTED_CALL"
0x000fbb70,"nrf_dfu_validation_postvalidate",0x000fbb72,0x000fcf20,"nrf_dfu_validation_postvalidate_impl","UNCONDITIONAL_CALL"
0x000fbb76,"nrf_dfu_validation_boot_validate",0x000fbb98,0x000fa65c,"crc32_compute","UNCONDITIONAL_CALL"
0x000fbb76,"nrf_dfu_validation_boot_validate",0x000fbbb8,0x000fbdb0,"nrf_dfu_validation_signature_check","UNCONDITIONAL_CALL"
0x000fbb76,"nrf_dfu_validation_boot_validate",0x000fbbdc,0x000f846a,"armcc_memclr","UNCONDITIONAL_CALL"
0x000fbb76,"nrf_dfu_validation_boot_validate",0x000fbbe0,0x000fa6b8,"crypto_init","UNCONDITIONAL_CALL"
0x000fbb76,"nrf_dfu_validation_boot_validate",0x000fbbec,0x000fb4a0,"nrf_crypto_internal_swap_endian","UNCONDITIONAL_CALL"
0x000fbb76,"nrf_dfu_validation_boot_validate",0x000fbc02,0x000fb320,"nrf_crypto_hash_finalize","UNCONDITIONAL_CALL"
0x000fbb76,"nrf_dfu_validation_boot_validate",0x000fbc0e,0x000f848e,"memcmp","UNCONDITIONAL_CALL"
0x000fbc28,"nrf_dfu_validation_init",0x000fbc32,0x000fd504,"stored_init_cmd_decode","UNCONDITIONAL_CALL"
0x000fbc4c,"nrf_dfu_validation_init_cmd_append",0x000fbc70,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fbc4c,"nrf_dfu_validation_init_cmd_append",0x000fbc82,0x000fa65c,"crc32_compute","UNCONDITIONAL_CALL"
0x000fbc94,"nrf_dfu_validation_init_cmd_create",0x000fbcb2,0x000fb9b0,"nrf_dfu_settings_progress_reset","UNCONDITIONAL_CALL"
0x000fbcc8,"nrf_dfu_validation_init_cmd_execute",0x000fbce4,0x000fb4f8,"nrf_dfu_bank1_start_addr","UNCONDITIONAL_CALL"
0x000fbcc8,"nrf_dfu_validation_init_cmd_execute",0x000fbcee,0x000fd714,"update_data_size_get","UNCONDITIONAL_CALL"
0x000fbcc8,"nrf_dfu_validation_init_cmd_execute",0x000fbcf6,0x000fd504,"stored_init_cmd_decode","UNCONDITIONAL_CALL"
0x000fbcc8,"nrf_dfu_validation_init_cmd_execute",0x000fbcfc,0x000fbd68,"nrf_dfu_validation_prevalidate","UNCONDITIONAL_CALL"
0x000fbcc8,"nrf_dfu_validation_init_cmd_execute",0x000fbd10,0x000fd714,"update_data_size_get","UNCONDITIONAL_CALL"
0x000fbcc8,"nrf_dfu_validation_init_cmd_execute",0x000fbd32,0x000fb52c,"nrf_dfu_cache_prepare","UNCONDITIONAL_CALL"
0x000fbcc8,"nrf_dfu_validation_init_cmd_execute",0x000fbd3a,0x000fb9b0,"nrf_dfu_settings_progress_reset","UNCONDITIONAL_CALL"
0x000fbcc8,"nrf_dfu_validation_init_cmd_execute",0x000fbd40,0x000fb4f8,"nrf_dfu_bank1_start_addr","UNCONDITIONAL_CALL"
0x000fbd68,"nrf_dfu_validation_prevalidate",0x000fbd92,0x000fbdb0,"nrf_dfu_validation_signature_check","UNCONDITIONAL_CALL"
0x000fbd68,"nrf_dfu_validation_prevalidate",0x000fbda0,0x000fbe48,"nrf_dfu_ver_validation_check","UNCONDITIONAL_CALL"
0x000fbdb0,"nrf_dfu_validation_signature_check",0x000fbdca,0x000f846a,"armcc_memclr","UNCONDITIONAL_CALL"
0x000fbdb0,"nrf_dfu_validation_signature_check",0x000fbdd2,0x000f846a,"armcc_memclr","UNCONDITIONAL_CALL"
0x000fbdb0,"nrf_dfu_validation_signature_check",0x000fbdd6,0x000fa6b8,"crypto_init","UNCONDITIONAL_CALL"
0x000fbdb0,"nrf_dfu_validation_signature_check",0x000fbdfa,0x000fb320,"nrf_crypto_hash_finalize","UNCONDITIONAL_CALL"
0x000fbdb0,"nrf_dfu_validation_signature_check",0x000fbe10,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fbdb0,"nrf_dfu_validation_signature_check",0x000fbe1a,0x000fb442,"nrf_crypto_internal_double_swap_endian_in_place","UNCONDITIONAL_CALL"
0x000fbdb0,"nrf_dfu_validation_signature_check",0x000fbe32,0x000fb2cc,"nrf_crypto_ecdsa_verify","UNCONDITIONAL_CALL"
0x000fbe48,"nrf_dfu_ver_validation_check",0x000fbe8e,0x000fd338,"sd_req_ok","UNCONDITIONAL_CALL"
0x000fbed4,"nrf_fstorage_erase",0x000fbee8,0x000f9c94,"addr_is_within_bounds","UNCONDITIONAL_CALL"
0x000fbf90,"nrf_fstorage_sys_evt_handler",0x000fc004,0x000faa66,"event_send","UNCONDITIONAL_CALL"
0x000fbf90,"nrf_fstorage_sys_evt_handler",0x000fc008,0x000fd0f0,"queue_free","UNCONDITIONAL_CALL"
0x000fbf90,"nrf_fstorage_sys_evt_handler",0x000fc014,0x000fc33c,"nrf_sdh_request_continue","UNCONDITIONAL_CALL"
0x000fbf90,"nrf_fstorage_sys_evt_handler",0x000fc020,0x000fd104,"queue_process","UNCONDITIONAL_CALL"
0x000fc030,"nrf_fstorage_write",0x000fc042,0x000f9c88,"addr_is_aligned32","UNCONDITIONAL_CALL"
0x000fc030,"nrf_fstorage_write",0x000fc048,0x000f9c88,"addr_is_aligned32","UNCONDITIONAL_CALL"
0x000fc030,"nrf_fstorage_write",0x000fc052,0x000f9c94,"addr_is_within_bounds","UNCONDITIONAL_CALL"
0x000fc134,"nrf_sdh_ble_default_cfg_set",0x000fc13c,0x000fc120,"nrf_sdh_ble_app_ram_start_get","UNCONDITIONAL_CALL"
0x000fc1e4,"nrf_sdh_soc_evts_poll",0x000fc210,0x000f9dc4,"app_error_handler_bare","UNCONDITIONAL_CALL"
0x000fc1e4,"nrf_sdh_soc_evts_poll",0x000fc21a,0x000fc394,"nrf_section_iter_init","UNCONDITIONAL_CALL"
0x000fc1e4,"nrf_sdh_soc_evts_poll",0x000fc22a,0x000fc3c2,"nrf_section_iter_next","UNCONDITIONAL_CALL"
0x000fc244,"nrf_sdh_disable_request",0x000fc250,0x000fd3a0,"sdh_request_observer_notify","UNCONDITIONAL_CALL"
0x000fc244,"nrf_sdh_disable_request",0x000fc25a,0x000fd3d0,"sdh_state_observer_notify","UNCONDITIONAL_CALL"
0x000fc244,"nrf_sdh_disable_request",0x000fc266,0x000f9ed4,"app_util_critical_region_enter","UNCONDITIONAL_CALL"
0x000fc244,"nrf_sdh_disable_request",0x000fc274,0x000f9f1c,"app_util_critical_region_exit","UNCONDITIONAL_CALL"
0x000fc244,"nrf_sdh_disable_request",0x000fc288,0x000fd46c,"softdevice_evt_irq_disable","UNCONDITIONAL_CALL"
0x000fc244,"nrf_sdh_disable_request",0x000fc28e,0x000fd3d0,"sdh_state_observer_notify","UNCONDITIONAL_CALL"
0x000fc298,"nrf_sdh_enable_request",0x000fc2aa,0x000fd3a0,"sdh_request_observer_notify","UNCONDITIONAL_CALL"
0x000fc298,"nrf_sdh_enable_request",0x000fc2b4,0x000fd3d0,"sdh_state_observer_notify","UNCONDITIONAL_CALL"
0x000fc298,"nrf_sdh_enable_request",0x000fc2c6,0x000f9ed4,"app_util_critical_region_enter","UNCONDITIONAL_CALL"
0x000fc298,"nrf_sdh_enable_request",0x000fc2dc,0x000f9f1c,"app_util_critical_region_exit","UNCONDITIONAL_CALL"
0x000fc298,"nrf_sdh_enable_request",0x000fc2f2,0x000fd4ac,"softdevices_evt_irq_enable","UNCONDITIONAL_CALL"
0x000fc298,"nrf_sdh_enable_request",0x000fc2f8,0x000fd3d0,"sdh_state_observer_notify","UNCONDITIONAL_CALL"
0x000fc30c,"SWI2_EGU2_IRQHandler",0x000fc312,0x000fc394,"nrf_section_iter_init","UNCONDITIONAL_CALL"
0x000fc30c,"SWI2_EGU2_IRQHandler",0x000fc320,0x000fc3c2,"nrf_section_iter_next","UNCONDITIONAL_CALL"
0x000fc33c,"nrf_sdh_request_continue",0x000fc346,0x000fc244,"nrf_sdh_disable_request","UNCONDITIONAL_CALL"
0x000fc33c,"nrf_sdh_request_continue",0x000fc34e,0x000fc298,"nrf_sdh_enable_request","UNCONDITIONAL_CALL"
0x000fc3e4,"nrf_svc_handler_c",0x000fc426,0x000fb868,"nrf_dfu_set_adv_name_handler","COMPUTED_CALL"
0x000fc468,"on_ctrl_pt_write",0x000fc476,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fc468,"on_ctrl_pt_write",0x000fc4b6,0x000fbb08,"nrf_dfu_transports_close","UNCONDITIONAL_CALL"
0x000fc468,"on_ctrl_pt_write",0x000fc4c6,0x000fb7c0,"nrf_dfu_req_handler_on_req","UNCONDITIONAL_CALL"
0x000fc4dc,"nrf_dfu_data_object_create",0x000fc4e4,0x000fbd5c,"nrf_dfu_validation_init_cmd_present","UNCONDITIONAL_CALL"
0x000fc4dc,"nrf_dfu_data_object_create",0x000fc53a,0x000fb6cc,"nrf_dfu_flash_erase","UNCONDITIONAL_CALL"
0x000fc550,"on_data_obj_execute_request_sched",0x000fc558,0x000fbf08,"nrf_fstorage_is_busy","UNCONDITIONAL_CALL"
0x000fc550,"on_data_obj_execute_request_sched",0x000fc564,0x000f9dc8,"app_sched_event_put","UNCONDITIONAL_CALL"
0x000fc550,"on_data_obj_execute_request_sched",0x000fc572,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fc550,"on_data_obj_execute_request_sched",0x000fc584,0x000fbb70,"nrf_dfu_validation_postvalidate","UNCONDITIONAL_CALL"
0x000fc550,"on_data_obj_execute_request_sched",0x000fc58c,0x000faaba,"ext_err_code_handle","UNCONDITIONAL_CALL"
0x000fc550,"on_data_obj_execute_request_sched",0x000fc59e,0x000fbae0,"nrf_dfu_settings_write_and_backup","UNCONDITIONAL_CALL"
0x000fc5c8,"nrf_dfu_data_object_write",0x000fc5d0,0x000fbd5c,"nrf_dfu_validation_init_cmd_present","UNCONDITIONAL_CALL"
0x000fc5c8,"nrf_dfu_data_object_write",0x000fc602,0x000fa65c,"crc32_compute","UNCONDITIONAL_CALL"
0x000fc5c8,"nrf_dfu_data_object_write",0x000fc610,0x000fb6f8,"nrf_dfu_flash_store","UNCONDITIONAL_CALL"
0x000fc684,"on_flash_write",0x000fc688,0x000faef6,"nrf_balloc_free","UNCONDITIONAL_CALL"
0x000fc690,"on_rw_authorize_req",0x000fc6e2,0x000fa3e8,"ble_srv_is_notification_enabled","UNCONDITIONAL_CALL"
0x000fc718,"pb_dec_bytes",0x000fc722,0x000fcbe0,"pb_decode_varint32","UNCONDITIONAL_CALL"
0x000fc718,"pb_dec_bytes",0x000fc754,0x000fce4c,"pb_read","UNCONDITIONAL_CALL"
0x000fc75a,"pb_dec_fixed32",0x000fc75c,0x000fc90a,"pb_decode_fixed32","UNCONDITIONAL_CALL"
0x000fc760,"pb_dec_fixed64",0x000fc762,0x000fc934,"pb_decode_fixed64","UNCONDITIONAL_CALL"
0x000fc766,"pb_dec_string",0x000fc770,0x000fcbe0,"pb_decode_varint32","UNCONDITIONAL_CALL"
0x000fc766,"pb_dec_string",0x000fc798,0x000fce4c,"pb_read","UNCONDITIONAL_CALL"
0x000fc7a4,"pb_dec_submessage",0x000fc7b2,0x000fcdf0,"pb_make_string_substream","UNCONDITIONAL_CALL"
0x000fc7a4,"pb_dec_submessage",0x000fc7d0,0x000fc990,"pb_decode_noinit","UNCONDITIONAL_CALL"
0x000fc7a4,"pb_dec_submessage",0x000fc7de,0x000fc8ec,"pb_decode","UNCONDITIONAL_CALL"
0x000fc7e4,"pb_dec_svarint",0x000fc7ec,0x000fcb1a,"pb_decode_svarint","UNCONDITIONAL_CALL"
0x000fc83c,"pb_dec_uvarint",0x000fc844,0x000fcb96,"pb_decode_varint","UNCONDITIONAL_CALL"
0x000fc894,"pb_dec_varint",0x000fc89c,0x000fcb96,"pb_decode_varint","UNCONDITIONAL_CALL"
0x000fc8ec,"pb_decode",0x000fc8f8,0x000fce26,"pb_message_set_to_defaults","UNCONDITIONAL_CALL"
0x000fc8ec,"pb_decode",0x000fc906,0x000fc990,"pb_decode_noinit","UNCONDITIONAL_CALL"
0x000fc90a,"pb_decode_fixed32",0x000fc912,0x000fce4c,"pb_read","UNCONDITIONAL_CALL"
0x000fc934,"pb_decode_fixed64",0x000fc93c,0x000fce4c,"pb_read","UNCONDITIONAL_CALL"
0x000fc990,"pb_decode_noinit",0x000fc9a6,0x000fcc68,"pb_field_iter_begin","UNCONDITIONAL_CALL"
0x000fc990,"pb_decode_noinit",0x000fc9bc,0x000fcb54,"pb_decode_tag","UNCONDITIONAL_CALL"
0x000fc990,"pb_decode_noinit",0x000fc9c6,0x000fcc8a,"pb_field_iter_find","UNCONDITIONAL_CALL"
0x000fc990,"pb_decode_noinit",0x000fc9fe,0x000fccb8,"pb_field_iter_next","UNCONDITIONAL_CALL"
0x000fc990,"pb_decode_noinit",0x000fca4e,0x000fad98,"iter_from_extension","UNCONDITIONAL_CALL"
0x000fc990,"pb_decode_noinit",0x000fca5c,0x000fa776,"nanopb_decode_field","UNCONDITIONAL_CALL"
0x000fc990,"pb_decode_noinit",0x000fca7a,0x000fcec4,"pb_skip_field","UNCONDITIONAL_CALL"
0x000fc990,"pb_decode_noinit",0x000fcab4,0x000fa776,"nanopb_decode_field","UNCONDITIONAL_CALL"
0x000fc990,"pb_decode_noinit",0x000fcacc,0x000fccb8,"pb_field_iter_next","UNCONDITIONAL_CALL"
0x000fcb1a,"pb_decode_svarint",0x000fcb20,0x000fcb96,"pb_decode_varint","UNCONDITIONAL_CALL"
0x000fcb54,"pb_decode_tag",0x000fcb6a,0x000fcbe0,"pb_decode_varint32","UNCONDITIONAL_CALL"
0x000fcb96,"pb_decode_varint",0x000fcbb4,0x000fcea4,"pb_readbyte","UNCONDITIONAL_CALL"
0x000fcb96,"pb_decode_varint",0x000fcbc8,0x000f83fc,"armcc_runtime_lsl64","UNCONDITIONAL_CALL"
0x000fcbe0,"pb_decode_varint32",0x000fcbe8,0x000fcea4,"pb_readbyte","UNCONDITIONAL_CALL"
0x000fcbe0,"pb_decode_varint32",0x000fcc0c,0x000fcea4,"pb_readbyte","UNCONDITIONAL_CALL"
0x000fcc8a,"pb_field_iter_find",0x000fccaa,0x000fccb8,"pb_field_iter_next","UNCONDITIONAL_CALL"
0x000fccb8,"pb_field_iter_next",0x000fcce0,0x000fcc68,"pb_field_iter_begin","UNCONDITIONAL_CALL"
0x000fcd36,"pb_field_set_to_default",0x000fcd78,0x000fad98,"iter_from_extension","UNCONDITIONAL_CALL"
0x000fcd36,"pb_field_set_to_default",0x000fcd7e,0x000fcd36,"pb_field_set_to_default","UNCONDITIONAL_CALL"
0x000fcd36,"pb_field_set_to_default",0x000fcdb4,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fcd36,"pb_field_set_to_default",0x000fcdc8,0x000fce26,"pb_message_set_to_defaults","UNCONDITIONAL_CALL"
0x000fcd36,"pb_field_set_to_default",0x000fcdd6,0x000f846a,"armcc_memclr","UNCONDITIONAL_CALL"
0x000fcdf0,"pb_make_string_substream",0x000fcdf8,0x000fcbe0,"pb_decode_varint32","UNCONDITIONAL_CALL"
0x000fce26,"pb_message_set_to_defaults",0x000fce30,0x000fcc68,"pb_field_iter_begin","UNCONDITIONAL_CALL"
0x000fce26,"pb_message_set_to_defaults",0x000fce3a,0x000fcd36,"pb_field_set_to_default","UNCONDITIONAL_CALL"
0x000fce26,"pb_message_set_to_defaults",0x000fce40,0x000fccb8,"pb_field_iter_next","UNCONDITIONAL_CALL"
0x000fce4c,"pb_read",0x000fce64,0x000fce4c,"pb_read","UNCONDITIONAL_CALL"
0x000fce4c,"pb_read",0x000fce78,0x000fce4c,"pb_read","UNCONDITIONAL_CALL"
0x000fcec4,"pb_skip_field",0x000fcee2,0x000fce4c,"pb_read","UNCONDITIONAL_CALL"
0x000fcec4,"pb_skip_field",0x000fcefc,0x000fcbe0,"pb_decode_varint32","UNCONDITIONAL_CALL"
0x000fcec4,"pb_skip_field",0x000fcf08,0x000fce4c,"pb_read","UNCONDITIONAL_CALL"
0x000fcec4,"pb_skip_field",0x000fcf1a,0x000fce4c,"pb_read","UNCONDITIONAL_CALL"
0x000fcf20,"nrf_dfu_validation_postvalidate_impl",0x000fcf38,0x000faafc,"fw_hash_ok","UNCONDITIONAL_CALL"
0x000fcf20,"nrf_dfu_validation_postvalidate_impl",0x000fcf5a,0x000fcff0,"postvalidate","UNCONDITIONAL_CALL"
0x000fcf20,"nrf_dfu_validation_postvalidate_impl",0x000fcf72,0x000fa40c,"boot_validation_extract","UNCONDITIONAL_CALL"
0x000fcf20,"nrf_dfu_validation_postvalidate_impl",0x000fcf84,0x000f841a,"memmove","UNCONDITIONAL_CALL"
0x000fcf20,"nrf_dfu_validation_postvalidate_impl",0x000fcfb0,0x000fb518,"nrf_dfu_bank_invalidate","UNCONDITIONAL_CALL"
