caller_entry,caller_name,callsite,callee_entry,callee_name,reference_type
0x000fb0b8,"nrf_bootloader_init",0x000fb128,0x000fb198,"nrf_bootloader_wdt_feed","UNCONDITIONAL_CALL"
0x000fb0b8,"nrf_bootloader_init",0x000fb12c,0x000f9e68,"app_sched_execute","UNCONDITIONAL_CALL"
0x000fb0b8,"nrf_bootloader_init",0x000fb134,0x000fb8e4,"nrf_dfu_settings_additional_erase","UNCONDITIONAL_CALL"
0x000fb0b8,"nrf_bootloader_init",0x000fb144,0x000fb988,"nrf_dfu_settings_backup","UNCONDITIONAL_CALL"
0x000fb0b8,"nrf_bootloader_init",0x000fb148,0x000faf56,"nrf_bootloader_app_start_final","UNCONDITIONAL_CALL"
0x000fb168,"nrf_bootloader_mbr_addrs_populate",0x000fb176,0x000fc0a0,"nrf_nvmc_write_word","UNCONDITIONAL_CALL"
0x000fb168,"nrf_bootloader_mbr_addrs_populate",0x000fb18c,0x000fc0a0,"nrf_nvmc_write_word","UNCONDITIONAL_CALL"
0x000fb198,"nrf_bootloader_wdt_feed",0x000fb19a,0x000fc440,"nrf_wdt_started","UNCONDITIONAL_CALL"
0x000fb198,"nrf_bootloader_wdt_feed",0x000fb1a6,0x000fd78c,"wdt_feed","UNCONDITIONAL_CALL"
0x000fb1ac,"nrf_bootloader_wdt_feed_timer_start",0x000fb1b8,0x000fd6a0,"timer_start","UNCONDITIONAL_CALL"
0x000fb1c0,"nrf_bootloader_wdt_init",0x000fb1ca,0x000fc440,"nrf_wdt_started","UNCONDITIONAL_CALL"
0x000fb1c0,"nrf_bootloader_wdt_init",0x000fb1e0,0x000fd78c,"wdt_feed","UNCONDITIONAL_CALL"
