# Ghidra range gaps already included in the owning official envelopes
start	end_exclusive	size	bytes_hex	sha256	envelope_owner	data_address	kind	consumers	wave7_additional_bytes
0x00564156	0x0056415C	6	00bf0100803f	c55b1af97c7d8e322025678712caf47c822a6a6eb2b1faafd21d5b6182035bff	0x005640E4	0x00564158	nop-plus-near-one-float-literal-0x3f800001	0x005640E4	0
0x00564556	0x0056455C	6	00bfacc52737	35979e56975744dc7e09f1361d5f4e26f80361cb11321cc99413b933f26cd77b	0x005640E4	0x00564558	nop-plus-epsilon-float-literal-0x3727c5ac	0x005640E4	0
0x00564A3E	0x00564A44	6	00bf044f0720	507ae878b86a0071d5b9ac1f58c19572fa6d3ad1b3ad52397c0aaa15003a707a	0x00564974	0x00564A40	nop-plus-shared-context-pointer-0x20074f04	0x005640E4,0x00564974	0
0x00564F5C	0x00564F60	4	acc52737	e6540c5b3269d9a6e3646dd482c2a7fe6b58e101e80007556892bb770099a68c	0x00564974	0x00564F5C	epsilon-float-literal-0x3727c5ac	0x00564974	0
